Sample;Tilt angle to optical axis;Image;Particle number;Fläche;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;Area [nm2];Radius [nm];;;;
1;na;4;6;10846;1052,94;800,76;622,742;184,028;75,041;7,285;212,53;939;813;4,047;88,405;244,035;8,813555076;;;;
1;na;4;7;10265;1677,305;1296,821;445,245;141,892;92,111;96,699;147,763;1674;1222;95,826;102;230,9625;8,574243237;;;;
1;na;4;8;4894;908,867;1346,587;270,836;88,249;70,61;15,305;89,694;869;1364;30,854;70,124;110,115;5,920362583;;;;
1;na;4;9;4783;897,958;1511,548;268,149;86,697;70,243;118,322;88,527;861;1484;138,205;70,111;107,6175;5,85283813;;;;
1;na;4;10;5684;855,613;1673,88;303,22;110,741;65,352;11,24;114,756;801;1680;10,037;66,742;127,89;6,380333169;;;;
1;na;4;11;3965;1688,516;1793,775;248,108;82,979;60,839;20,66;82,492;1648;1795;173,737;58,821;89,2125;5,32890427;;;;
1;na;5;1;7149;805,019;131,517;346,576;127,283;71,513;17,864;125,324;742;140;4,118;73,207;160,8525;7,15548328;;;;
1;na;5;2;9839;310,779;245,938;437,99;167,115;74,963;178,866;161,524;228;253;4,616;77,58;221,3775;8,394441424;;;;
1;na;5;3;6786;997,028;456,023;318,191;100,964;85,577;36,804;106,104;952;484;23,908;86,797;152,685;6,971452142;;;;
1;na;5;4;2851;1576,341;498,818;202,752;61,737;58,798;146,27;65,437;1556;473;128,797;58;64,1475;4,518714798;;;;
1;na;5;5;1797;1227,574;654,755;174,953;66,769;34,267;4,107;67,365;1196;647;174,036;35;40,4325;3,587487209;;;;
1;na;5;6;5298;1360,466;743,78;284,492;89,468;75,397;40,435;95,341;1333;787;65,854;74,073;119,205;6,159880679;;;;
1;na;5;7;9127;609,134;835,994;439,345;153,204;75,852;175,657;159,524;531;837;172,073;81,718;205,3575;8,085006027;;;;
1;na;5;8;1052;815,307;905,371;129,296;47,386;28,267;19,897;48,104;793;918;20,695;29,412;23,67;2,744885245;;;;
1;na;5;9;8980;1253,234;1086,294;376,09;125,372;91,198;163,958;126,57;1190;1102;5,44;90,739;202,05;8,019632941;;;;
1;na;5;10;4471;1554,728;1269,974;289,279;104,135;54,666;94,525;110,354;1546;1212;104,162;55,642;100,5975;5,658725897;;;;
1;na;5;11;4086;1632,016;1476,826;255,664;90,242;57,65;68,515;89;1607;1514;64,011;58,641;91,935;5,409604365;;;;
1;na;5;12;6139;1345,594;1644,051;323,948;118,359;66,04;0,147;122,691;1288;1655;6,082;72;138,1275;6,630787947;;;;
1;na;5;13;8547;1748,755;1741,706;387,446;133,113;81,753;178,758;135,591;1684;1724;166,784;85,656;192,3075;7,823897906;;;;
1;na;5;14;4538;748,623;1787,777;307,362;96,059;60,15;22,11;102,396;700;1792;5,042;64,204;102,105;5,700967543;;;;
1;na;5;15;3174;1071,976;1975,084;225,522;84,987;47,552;149,716;82,462;1039;1951;140,906;47,113;71,415;4,767819263;;;;
1;na;6;1;1935;609,436;90,638;171,64;62,086;39,682;166,821;62,769;583;72;149,349;38,709;43,5375;3,72268944;;;;
1;na;6;2;23123;1071,562;333,216;701,796;238,69;123,345;98,031;232,261;1074;215;92,715;127,488;520,2675;12,8688107;;;;
1;na;6;3;3161;1947,031;359,923;212,995;68,625;58,648;172,777;71,694;1914;348;157,011;58,728;71,1225;4,758045279;;;;
1;na;6;4;10082;149,051;486,311;424,818;157,93;81,281;161,237;156,186;85;442;151,302;85,885;226,845;8,497470573;;;;
1;na;6;5;3849;1098,161;559,006;302,735;81,443;60,173;6,207;89,404;1063;523;143,643;67,112;86,6025;5,250374455;;;;
1;na;6;6;3395;1063,723;771,136;225,522;72,845;59,34;79,741;75,71;1055;734;102,2;59,589;76,3875;4,931013733;;;;
1;na;6;7;8125;205,077;808,025;373,061;131,931;78,412;170,428;136,066;143;796;172,823;86,567;182,8125;7,628304272;;;;
1;na;6;8;10699;382,312;1071,484;416,86;152,828;89,136;152,781;152,869;318;1029;144,854;92,589;240,7275;8,753624571;;;;
1;na;6;9;2115;693,973;1210,627;173,823;58,155;46,306;105,843;61,131;686;1180;105,173;47,86;47,5875;3,891988143;;;;
1;na;6;10;6637;405,697;1343,954;310,978;100,847;83,795;66,639;102,357;391;1395;75,285;83,469;149,3325;6,894491357;;;;
1;na;6;11;8187;901,253;1446,271;393,907;147,284;70,775;90,454;143,014;893;1521;83,173;69,081;184,2075;7,657353874;;;;
1;na;6;12;3774;1519,581;1622,014;233,622;76,18;63,077;142,144;80,455;1487;1600;147,693;64,347;84,915;5,198969512;;;;
1;na;6;13;9312;1793,222;1738,308;368,475;117,103;101,248;21,66;124,04;1736;1764;16,39;102,323;209,52;8,166534599;;;;
1;na;6;14;7985;1276,072;1762,654;362,291;120,994;84,027;165,708;123,045;1217;1754;7,472;83,571;179,6625;7,562297926;;;;
1;na;7;1;1380;574,78;386,197;139,539;45,067;38,988;157,87;45,607;562;367;127,875;38,457;31,05;3,143806923;;;;
1;na;7;2;9939;989,592;477,73;430,073;159,114;79,533;147,209;157,08;944;420;132,936;85,335;223,6275;8,436992596;;;;
1;na;7;3;3133;1325,099;488,564;211,48;71,359;55,901;124,033;74,632;1305;458;125,181;57,276;70,4925;4,736925126;;;;
1;na;7;4;19608;1833,542;789,886;1041,016;245,586;101,657;125,786;352,149;1752;611;114,673;132,489;441,18;11,85039896;;;;
1;na;7;5;7750;1837,45;1124,183;362,375;114,409;86,248;85,865;121,594;1830;1185;84,336;95,034;174,375;7,450187005;;;;
1;na;7;6;2764;178,365;1128,69;257,723;105,809;33,26;175,395;103,697;127;1119;173,355;36,059;62,19;4,44923497;;;;
1;na;7;7;7852;136,054;1395,58;388,132;118,52;84,353;76,248;132,098;132;1326;97,394;83,404;176,67;7,49905378;;;;
1;na;7;8;31049;1586,456;1639,536;1198,379;294,937;134,038;57,023;309,498;1519;1774;62,69;168,759;698,6025;14,91214546;;;;
1;na;7;9;9664;796,54;1747,133;390,233;127,751;96,317;173,326;138,004;731;1729;156,965;99,369;217,44;8,319453206;;;;
1;na;7;10;1552;35,214;1720,389;218,693;47,393;41,695;138,12;53,16;21;1699;106,39;49,435;34,92;3,333973789;;;;
1;na;8;1;15371;1961,22;144,72;537,328;180,261;108,57;102,089;184,329;1966;241;86,579;118,712;345,8475;10,4922199;;;;
1;na;8;2;3326;1548,735;123,192;226,208;73,911;57,296;109,501;75,769;1539;86;112,504;58,306;74,835;4,880647532;;;;
1;na;8;3;2545;1162,239;207,689;189,581;61,592;52,611;142,572;63,411;1136;188;142,046;53,854;57,2625;4,269334826;;;;
1;na;8;4;6262;466,565;434,109;323,262;121,615;65,56;124,28;122,299;434;382;119,919;68,632;140,895;6,696885202;;;;
1;na;8;5;8198;812,29;491,183;362,919;129,198;80,791;105,598;128,725;806;425;99,389;80,561;184,455;7,662496333;;;;
1;na;8;6;5930;1709,934;509,968;366,693;158,607;47,604;175,397;155,129;1633;491;168,473;47,511;133,425;6,516939202;;;;
1;na;8;7;8426;1924,023;603,144;409,446;124,805;85,961;128,361;134,402;1875;567;143,471;88,335;189,585;7,76831898;;;;
1;na;8;8;5099;1561,189;689,656;279,179;100,392;64,669;134,173;104,005;1526;651;133,052;66,953;114,7275;6,04308675;;;;
1;na;8;9;22727;114,47;797,996;729,352;266,124;108,735;101,031;270,897;109;657;96,784;119,262;511,3575;12,75814045;;;;
1;na;8;10;8902;606,48;744,53;372,032;114,199;99,251;116,728;120,416;594;804;78,503;94,095;200,295;7,984727838;;;;
1;na;8;11;27338;1240,572;889,851;667,98;205,334;169,518;0,727;216,749;1132;873;175,236;172,974;615,105;13,99264101;;;;
1;na;8;12;5617;1493,29;1224,033;325,362;128,307;55,739;117,249;129,375;1462;1166;119,141;58,832;126,3825;6,342617692;;;;
1;na;8;13;31047;651,26;1371,651;766,968;275,553;143,458;92,877;289,664;624;1211;96,144;147,745;698,5575;14,91166518;;;;
1;na;8;14;8983;1756,315;1354,694;369,889;124,314;92,005;88,868;132,242;1742;1285;93,468;94,862;202,1175;8,020972411;;;;
1;na;9;1;16695;1625,193;439,989;513,328;177,211;119,952;97,951;185,777;1606;348;99,919;127,386;375,6375;10,93476702;;;;
1;na;9;2;3803;534,116;501,845;282,007;112,765;42,94;107,897;116,76;518;443;106,417;46,512;85,5675;5,218906129;;;;
1;na;9;3;4921;1088,872;566,695;277,279;96,406;64,992;148,814;103,47;1045;536;145,235;69,926;110,7225;5,936671321;;;;
1;na;9;4;21051;1021,481;789,282;592,139;205,412;130,484;82,927;220,511;1015;682;93,9;133,096;473,6475;12,27870848;;;;
1;na;9;5;15714;877,193;1544,414;516,299;175,62;113,926;101,662;190,539;854;1453;99,363;116,639;353,565;10,60863964;;;;
1;na;9;6;12330;560,748;1767,86;468,458;154,059;101,903;130,638;158,092;520;1703;123,389;106,045;277,425;9,397186822;;;;
1;na;9;7;5029;1218,599;1994,728;292,836;105,702;60,577;104,12;102,421;1197;1950;117,316;61,63;113,1525;6,001463105;;;;
1;na;10;1;3187;214,717;137,795;261,948;89,163;45,51;135,205;95,692;173;109;145,646;48,494;71,7075;4,77757325;;;;
1;na;10;2;1770;1203,461;524,955;173,581;55,4;40,679;153,985;63,325;1176;509;158,703;42,652;39,825;3,560434133;;;;
1;na;10;3;10849;590,266;651,045;469,529;193,065;71,548;115,966;184,394;562;562;107,354;70,913;244,1025;8,814773905;;;;
1;na;10;4;17632;161,01;872,042;585,654;184,036;121,986;116,4;187,949;119;790;114,52;124,291;396,72;11,23743289;;;;
1;na;10;5;12951;1175,105;1087,665;477,085;144,985;113,734;122,813;157,544;1107;1049;151,157;105,668;291,3975;9,630924414;;;;
1;na;10;6;9571;1586,834;1150,001;406,919;126,346;96,451;136,362;141,993;1531;1105;129,857;98,275;215,3475;8,279325952;;;;
1;na;10;7;6426;1687,223;1237,635;345,789;134,413;60,871;140,391;135,882;1639;1189;132,614;61,736;144,585;6,784013185;;;;
1;na;10;8;10076;563,112;1688,925;395,789;114,492;112,053;86,335;129,973;540;1748;71,147;105,045;226,71;8,494941689;;;;
1;na;11;1;1830;962,656;366,51;163,581;57,253;40,697;110,603;59,203;956;337;105,68;40,706;41,175;3,620277553;;;;
1;na;11;2;22081;1631,516;989,634;613,897;191,052;147,156;132,734;198,157;1546;947;159,004;158,537;496,8225;12,57551245;;;;
1;na;11;3;4848;796,988;950,044;289,22;93,315;66,149;118,863;103,942;765;911;120,018;67,695;109,08;5,892473367;;;;
1;na;11;4;16846;663,854;1015,401;568,943;232,895;92,097;112,683;233,054;623;912;111,391;96,179;379,035;10,98410614;;;;
1;na;11;5;4268;826,209;1040,526;267,865;102,68;52,923;161,769;102,694;781;1016;157,681;54,534;96,03;5,528770059;;;;
1;na;11;6;6175;1948,895;1311,648;367,931;147,835;53,183;127,629;147,635;1912;1249;125,628;57,267;138,9375;6,650201487;;;;
1;na;11;7;17686;337,188;1395,66;600,725;159,479;141,2;130,706;202,148;250;1352;152,928;134,13;397,935;11,2546277;;;;
1;na;11;8;17617;1194,236;1561,748;546,014;198,938;112,752;101,869;206,712;1164;1457;100,875;119,934;396,3825;11,23265189;;;;
1;na;11;9;10380;818,203;1701,69;433,262;118,221;111,793;17,167;137,011;775;1753;33,69;117,501;233,55;8,622138593;;;;
1;na;11;10;6540;1559,744;1864,171;322,534;102,602;81,158;21,545;114,237;1509;1885;23,199;84,623;147,15;6,843924295;;;;
2;na;1;1;7011;1756,301;707,81;398,451;169,475;52,673;2,182;157,153;1679;717;6,944;54,116;157,7475;7,086084163;;;;
2;na;1;2;11423;1369,72;932,926;454,593;181,496;80,135;1,663;170,848;1286;926;174,289;76,928;257,0175;9,044955012;;;;
2;na;1;3;8082;554,617;1039,841;372,794;126,352;81,442;171,142;133,094;498;1004;149,775;81,73;181,845;7,608091827;;;;
2;na;1;4;6586;1300,805;1399,416;333,522;125,239;66,956;93,807;121,807;1290;1460;83,4;67;148,185;6,867950967;;;;
2;na;1;5;14219;1804,141;1630,132;529,044;177,081;102,237;41,632;180,834;1740;1697;56,046;115,482;319,9275;10,09138673;;;;
2;na;1;6;6788;1095,476;1654,039;328,309;121,816;70,949;92,682;115,879;1073;1601;111,251;70;152,73;6,972479395;;;;
2;na;1;7;2254;372,367;1629,219;179,196;58,624;48,954;55,179;61,847;354;1652;50,906;50,316;50,715;4,017845925;;;;
2;na;2;1;3651;729,628;131,245;232,61;76,412;60,836;73,469;80,43;704;162;51,563;59,313;82,1475;5,113546849;;;;
2;na;2;2;61948;1383,57;603,019;1415,592;583,086;135,271;107,337;601,861;1300;350;107,502;157,17;1393,83;21,06347238;;;;
2;na;2;3;108408;1516,464;1134,78;1973,624;431,034;320,229;56,45;504,08;1246;1181;178,977;382,545;2439,18;27,86422632;;;;
2;na;2;4;10383;1245,974;1025,813;426,049;142,32;92,889;98,381;145,962;1199;968;121,839;98,818;233,6175;8,623384477;;;;
2;na;2;5;11670;1154,008;1149,825;469,446;178,493;83,245;175,581;182,792;1059;1159;5,336;91,713;262,575;9,142221741;;;;
2;na;2;6;17975;1050,692;1326,53;763,571;328,654;69,637;103,384;323,805;1019;1169;103,392;84,901;404,4375;11,34620882;;;;
2;na;2;7;11966;1734,314;1339,583;655,889;299,201;50,921;92,45;271,812;1730;1204;94,431;57,638;269,235;9,25743821;;;;
2;na;2;8;10107;132,883;1417,567;412,693;155,07;82,986;0,561;145,602;63;1440;15,945;78,094;227,4075;8,507999497;;;;
2;na;2;9;12095;1175,014;1529,088;432,943;149,568;102,962;136,381;153,473;1108;1487;151,598;102,266;272,1375;9,307204556;;;;
2;na;2;10;35327;1740,315;1663,978;913,886;329,366;136,565;108,527;360,917;1656;1500;107,079;153,448;794,8575;15,90631951;;;;
2;na;3;1;20369;1623,032;218,556;720,909;295,335;87,814;116,929;284,529;1566;96;110,792;96,504;458,3025;12,07817108;;;;
2;na;3;2;7720;352,147;404,903;413,127;182,366;53,899;135,569;174,23;290;339;131,743;54,67;173,7;7,435753306;;;;
2;na;3;3;11850;1696,23;1016,502;429,99;145,713;103,545;30,83;154,019;1630;1053;31,729;106,155;266,625;9,212457512;;;;
2;na;3;4;2507;867,958;988,986;196,267;62,276;51,256;49,62;68,622;846;1015;43,229;52,47;56,4075;4,237341726;;;;
2;na;3;5;14832;1526,619;1041,261;468,191;143,444;131,652;59,313;155,206;1489;1107;53,647;132,962;333,72;10,30661803;;;;
2;na;3;6;67507;1102,233;1079,116;1812,729;652,148;131,799;14,833;731,274;756;1277;20,492;182,665;1518,9075;21,98825308;;;;
2;na;3;7;20131;610,49;1409,302;766,548;297,086;86,277;35,555;305,241;488;1497;39,95;99,786;452,9475;12,00740052;;;;
2;na;3;8;2242;228,467;1430,978;178,309;54,601;52,281;4,802;57,079;200;1431;176,987;52,326;50,445;4,00713641;;;;
2;na;3;9;5601;1788,797;1557,527;293,647;101,636;70,166;135,496;99,298;1760;1519;124,33;68,436;126,0225;6,333577791;;;;
2;na;3;10;6018;458,142;1541,407;359,865;149,902;51,116;4,051;151,083;386;1560;9,525;54;135,405;6,565116156;;;;
2;na;3;11;7001;746,618;1844,103;329,179;118,004;75,539;179,862;119,105;688;1832;164,914;75;157,5225;7,081028813;;;;
2;na;4;1;11840;1062,553;788,972;466,316;130,19;115,794;39,601;145,962;990;804;21,291;118,508;266,4;9,208569578;;;;
2;na;4;2;47064;1248,519;897,452;1166,815;263,585;227,342;62,502;326,474;1153;1000;26,173;257,354;1058,94;18,35949539;;;;
2;na;4;3;31633;1000,384;927,532;926,756;349,769;115,152;135,097;341,697;853;831;136,779;130,875;711,7425;15,05173326;;;;
2;na;4;4;18539;898,282;1330,21;710,365;295,488;79,884;117,374;279,973;843;1209;110,053;84,46;417,1275;11,5228385;;;;
2;na;4;5;1987;1895,998;1472,918;167,782;54,077;46,784;119,93;56,569;1876;1452;135;47,297;44,7075;3,772378459;;;;
2;na;5;1;4897;1633,785;581,701;278,167;95,313;65,417;75,813;100,21;1606;621;53,931;64,186;110,1825;5,922176883;;;;
2;na;5;2;1531;1939,126;653,684;148,51;46,623;41,811;27,476;50;1915;661;16,26;43,2;34,4475;3,311341088;;;;
2;na;5;3;42458;816,831;1081,003;1433,489;641,587;84,259;37,758;625,308;565;1288;40,85;98,404;955,305;17,43797654;;;;
2;na;5;4;4689;1652,074;988,334;262,995;89,474;66,726;79,805;93,15;1630;1029;60,408;65;105,5025;5,795040014;;;;
2;na;5;5;1963;1089,493;1279,064;171,581;59,799;41,796;55,503;60,877;1070;1304;47,663;43,808;44,1675;3,74952689;;;;
2;na;5;6;9193;487,621;1295,298;440,919;158,839;73,69;172,894;173,922;403;1286;165,005;79,838;206,8425;8,114185888;;;;
2;na;5;7;2581;1652,507;1682,852;220,309;65,444;50,214;106,363;71,847;1626;1657;124,796;52,269;58,0725;4,299424481;;;;
2;na;5;8;5939;80,77;1955,679;335,99;97,797;77,321;133,586;108,245;41;1908;133,128;81,641;133,6275;6,521882728;;;;
2;na;5;9;7295;349,555;1983,253;335,924;116,786;79,532;94,088;118,119;323;1932;118,301;77;164,1375;7,228180196;;;;
2;na;6;1;65849;577,41;572,731;1186,923;304,27;275,55;95,415;342,958;561;396;104,522;299,545;1481,6025;21,71655413;;;;
2;na;6;2;30848;770,395;777,285;811,921;230,23;170,599;16,007;248,477;685;873;38,3;183,535;694,08;14,86379917;;;;
2;na;6;3;23952;416,825;932,717;792,867;229,444;132,915;62,903;265,859;364;1039;54,337;154,672;538,92;13,09746402;;;;
2;na;6;4;26150;1875,205;1064,405;929,325;416,117;80,014;49,44;401,759;1745;1199;46,412;95,851;588,375;13,68523216;;;;
2;na;6;5;11829;1754,764;1043,388;436,659;148,506;101,417;26,89;156,285;1695;1089;29,518;104,47;266,1525;9,204290955;;;;
2;na;6;6;72328;1439,953;1273,895;2299,427;559,852;164,491;25,026;673,09;1153;1424;27,136;227,928;1627,38;22,75985814;;;;
2;na;6;7;62201;820,78;1491,132;1587,658;671,309;117,974;19,186;644,748;522;1587;13,088;142,01;1399,5225;21,10644091;;;;
2;na;6;8;54204;291,845;1730,662;1460,285;457,164;150,963;35,407;526,901;132;1957;43,847;215,295;1219,59;19,70298338;;;;
2;na;6;9;6026;58,311;1767,544;301,522;106,294;72,182;7,318;106,705;7;1783;10,257;70,209;135,585;6,56947836;;;;
2;na;6;10;9232;1973,302;1944,8;436,884;187,579;62,665;135,244;181,373;1902;1884;138,576;63,553;207,72;8,131379315;;;;
2;na;7;1;35454;1098,127;226,252;881,602;256,483;176,002;52,175;276,928;1071;360;67,046;199,811;797,715;15,93488534;;;;
2;na;7;2;8353;1050,812;431,821;350,877;108,122;98,365;146,726;113,071;1016;390;128,897;100;187,9425;7,734594739;;;;
2;na;7;3;13639;1181,949;520,597;464,274;157,302;110,397;49,408;163,377;1125;580;50,464;117,58;306,8775;9,883427649;;;;
2;na;7;4;5283;1854,338;595,594;284,794;100,961;66,625;6,286;101,272;1806;613;9,09;64,799;118,8675;6,151154395;;;;
2;na;7;5;2013;624,016;770,811;238,894;105,754;24,236;162,461;103,74;579;755;162,613;25,875;45,2925;3,796979131;;;;
2;na;7;6;68401;1605,596;1262,378;1562,092;654,032;133,16;39,957;658,321;1339;1438;37,967;157,35;1539,0225;22,13337021;;;;
2;na;7;7;63425;891,255;1244,474;1348,629;451,259;178,955;111,303;509,083;822;1033;112,888;234,276;1427,0625;21,31309696;;;;
2;na;7;8;92554;1141,138;1311,008;1373,852;408,611;288,4;89,033;425,564;1043;1485;69,649;312,567;2082,465;25,74624627;;;;
2;na;8;1;54813;1517,394;639,686;1126,69;436,549;159,868;109,958;448,412;1405;452;113,249;187,881;1233,2925;19,81335901;;;;
2;na;8;2;66338;1406,695;828,591;1553,616;452,982;186,462;125,025;495,913;1291;647;125,645;240,911;1492,605;21,79703942;;;;
2;na;8;3;23092;1277,095;1465,812;952,666;387,067;75,96;100,104;412,331;1249;1249;103,463;89,357;519,57;12,86018147;;;;
2;na;8;4;5137;1372,945;1751,023;280,007;101,331;64,547;111,27;102,318;1351;1704;111,801;66,348;115,5825;6,065562828;;;;
2;na;9;1;30042;1185,124;689,879;1075,006;467,448;81,829;42,48;465,697;1036;841;42,563;99,597;675,945;14,66833242;;;;
2;na;9;2;11021;844,889;829,956;560,281;247,071;56,795;37,522;239,821;751;908;40,264;64,275;247,9725;8,884373824;;;;
2;na;9;3;23544;828,137;935,181;995,585;368,694;81,306;23,126;399,651;655;982;24,385;105,886;529,74;12,98543334;;;;
2;na;9;4;6340;889,455;1674,635;308,475;106,015;76,143;136,206;105,948;840;1652;160,71;75,231;142,65;6,738464607;;;;
2;na;10;1;8190;1529,184;208,487;391,463;157,405;66,248;175,131;158,152;1447;195;170,538;67;184,275;7,658756706;;;;
2;na;10;2;7297;943,616;532,684;407,279;171,287;54,241;1,702;159,261;865;542;7,214;55,548;164,1825;7,229170968;;;;
2;na;10;3;10785;555,445;755,667;439,48;177,468;77,377;1,258;165,529;475;737;168,147;73,527;242,6625;8,788735561;;;;
2;na;10;4;6603;487,639;1220,208;336,794;126,96;66,219;93,336;121,824;480;1281;80,074;66;148,5675;6,876809145;;;;
2;na;10;5;12325;990,894;1453,768;516,416;171,808;91,338;42,278;175;925;1513;53,13;105,937;277,3125;9,395281279;;;;
2;na;10;6;6119;282,924;1477,077;314,752;116,778;66,716;90,724;111,072;268;1531;69,444;65;137,6775;6,619978048;;;;
