Sample;Tilt angle to optical axis;Image;Particle number;Fläche;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;Area [nm2];Radius [nm];;;;
1;na;3;7;2230;1496,713;532,298;178,752;60,352;47,046;45,901;62,008;1478;556;52,206;47,851;50,175;3,996398196;;;;
1;na;3;8;471;104,122;544,545;100,77;45,669;13,131;7,306;43,738;83;549;10,539;13,457;10,5975;1,836651578;;;;
1;na;3;9;296;757,385;552,014;69,598;27,713;13,6;106,812;27,659;754;539;102,529;14,551;6,66;1,456002693;;;;
1;na;3;10;242;893,128;623,818;61,456;24,266;12,698;99,298;24,042;890;612;106,928;13;5,445;1,316509525;;;;
1;na;3;11;493;1785,577;659,928;99,941;44,019;14,26;5,309;42,579;1764;664;9,462;14,702;11,0925;1,879056256;;;;
1;na;3;12;519;1295,469;682,423;100,426;43,718;15,115;10,285;42,45;1275;687;15,018;15,733;11,6775;1,927968801;;;;
1;na;3;13;477;1634,917;722,854;84,426;30,891;19,66;5,268;31,401;1620;726;9,162;20;10,7325;1,848312975;;;;
1;na;3;14;586;674,244;768,823;90,083;29,157;25,589;149,12;30,463;660;765;156,801;26,389;13,185;2,048637559;;;;
1;na;3;15;1114;1313,07;800,93;124,468;41,186;34,439;43,752;42,638;1297;815;39,289;35,355;25,065;2,824612769;;;;
1;na;3;16;162;808,259;805,031;53,799;23,205;8,889;95,042;22,561;805;794;102,804;9;3,645;1,077144157;;;;
1;na;3;17;15834;1662,848;901,207;490,073;160,785;125,387;2,91;168,908;1587;926;19,722;126,083;356,265;10,64906905;;;;
1;na;3;18;616;436,427;872,589;101,598;41,512;18,894;174,032;41,231;417;868;165,964;19;13,86;2,100422582;;;;
1;na;3;19;12647;286,185;954,92;444,759;159,776;100,783;26,1;153,838;221;999;38,136;99,555;284,5575;9,517219417;;;;
1;na;3;20;2158;547,895;933,357;173,823;56,659;48,495;40,368;57,454;532;958;58,523;48,316;48,555;3,931353014;;;;
1;na;3;21;590;1087,602;922,454;100,912;39,905;18,825;9,331;40,608;1068;927;9,926;19,89;13,275;2,055617605;;;;
1;na;3;22;188;1489,697;968,074;49,698;16,284;14,7;87,898;17,088;1487;960;110,556;15;4,23;1,160366674;;;;
1;na;3;23;252;859,187;1008,984;57,941;20,062;15,994;19,3;21,024;850;1014;25,346;16;5,67;1,343434797;;;;
1;na;3;24;282;375,152;1019,163;62,184;22,137;16,22;124,066;23,022;368;1010;124,38;16,971;6,345;1,421153133;;;;
1;na;3;25;2885;405,301;1183,707;203,38;65,63;55,97;132,569;66,573;378;1163;147,265;57,276;64,9125;4,545579225;;;;
1;na;3;26;384;1261,708;1162,776;72,184;23,571;20,743;11,884;24,413;1253;1171;34,992;20;8,64;1,658371917;;;;
1;na;3;27;109;55,601;1171,95;40,385;14,883;9,325;101,508;15;51;1166;126,87;9,702;2,4525;0,883546827;;;;
1;na;3;28;15719;1700,113;1278,351;616,6;210,185;95,221;3,841;232,422;1583;1271;176,547;113,034;353,6775;10,61032727;;;;
1;na;3;29;339;991,013;1253,072;67,598;21,015;20,539;86,245;22,204;982;1246;144,162;21;7,6275;1,558174784;;;;
1;na;3;30;2128;1988,648;1327,341;176,752;61,019;44,404;11,395;64,56;1958;1335;16,189;45,97;47,88;3,903931013;;;;
1;na;3;31;9053;1532,452;1375,029;383,203;137,191;84,019;96,728;144,42;1526;1452;85,632;84,529;203,6925;8,052163467;;;;
1;na;3;32;658;840,299;1430,169;122,669;55,562;15,079;8,151;52,953;814;1434;10,886;15,236;14,805;2,170847269;;;;
1;na;3;33;979;999,659;1475,017;115,054;38,613;32,282;30,374;39,825;982;1484;28,496;33,026;22,0275;2,647937125;;;;
1;na;3;34;2221;1538,221;1502,198;209,439;87,09;32,471;102,701;86,128;1529;1460;105,489;32,867;49,9725;3,988325562;;;;
1;na;3;35;4982;1855,947;1515,054;271,865;95,603;66,35;163,308;94,112;1812;1497;165,225;65,798;112,095;5,973353053;;;;
1;na;3;36;338;1241,873;1512,317;71,841;25,369;16,964;65,995;26,42;1237;1524;60,524;18,196;7,605;1,555874894;;;;
1;na;3;37;4082;1596,883;1567,574;252,392;78,734;66,012;20,638;87,664;1549;1578;11,182;66,591;91,845;5,406955844;;;;
1;na;3;38;121;1835,492;1578,979;39,456;13,211;11,661;154,728;13,928;1829;1576;158,962;12;2,7225;0,930912813;;;;
1;na;3;39;19856;551,392;1736,817;566,742;206,914;122,183;77,063;204,707;548;1836;85,236;129,807;446,76;11,92510481;;;;
1;na;3;40;203;1833,047;1793,372;52,042;18,951;13,639;177,608;19,313;1824;1790;158,749;13;4,5675;1,205769632;;;;
1;na;3;41;238;355,685;1822,273;60,527;22,577;13,422;6,714;23,537;343;1824;12,265;14;5,355;1,305583946;;;;
1;na;3;42;495;142,987;1847,973;97,012;39,504;15,954;8,005;39,319;124;1851;7,306;17,101;11,1375;1,882863871;;;;
1;na;3;43;170;169,029;1888,4;49,799;20,092;10,773;93,786;19,925;166;1879;107,526;10;3,825;1,103419827;;;;
1;na;3;44;1205;1120,858;1899,956;129,539;39,454;38,887;114,176;41,485;1118;1880;105,376;39,403;27,1125;2,937716254;;;;
1;na;3;45;179;218,17;1971,07;48,87;16,073;14,18;11,811;17,493;211;1976;30,964;14;4,0275;1,132251327;;;;
1;na;3;46;92;1720,935;1972,207;35,213;12,274;9,544;100,148;12,649;1720;1966;108,435;9,867;2,07;0,811727457;;;;
1;na;3;47;413;1593,672;1988,728;86,669;33,095;15,889;101,304;34,205;1590;1971;105,255;17,674;9,2925;1,71985308;;;;
1;na;3;48;214;1826,579;2021,252;56,284;21,092;12,918;115,332;21,633;1821;2012;123,69;13,601;4,815;1,238007311;;;;
1;na;4;1;2392;1424,541;37,739;190,309;63,104;48,263;56,261;63,702;1400;56;42,455;50,184;53,82;4,139014143;;;;
1;na;4;2;204;1748,99;30,711;52,87;17,988;14,44;8,896;18,974;1740;33;18,435;14;4,59;1,208735859;;;;
1;na;4;3;1774;887,975;78,651;162,51;51,307;44,023;33,304;55,471;868;95;33,977;44,664;39,915;3,564454952;;;;
1;na;4;4;1487;1284,257;88,306;149,924;49,018;38,625;174,988;52,612;1258;95;8,746;41,285;33,4575;3,263411255;;;;
1;na;4;5;108;1211,111;123,333;41,698;15,068;9,126;135,93;16,279;1207;116;132,51;10,277;2,43;0,879484521;;;;
1;na;4;6;560;1136,504;151,188;94,569;34,576;20,622;26,66;36,056;1123;162;33,69;23,258;12,6;2,002674353;;;;
1;na;4;7;161;1545,171;198,04;57,698;22,984;8,919;22,554;25,08;1535;203;23,499;11,026;3,6225;1,073814492;;;;
1;na;4;8;278;1418,385;212,489;68,527;25,016;14,149;7,305;25,71;1406;218;13,496;14,388;6,255;1,411038036;;;;
1;na;4;9;10883;1327,072;302,046;413,546;125,564;110,355;86,196;133,462;1308;237;109,25;112,618;244,8675;8,828575539;;;;
1;na;4;10;172;1560,285;295,494;51,113;16,074;13,625;46,237;17,804;1552;300;38,157;14,849;3,87;1,109891553;;;;
1;na;4;11;3573;700,148;440,399;228,593;73,906;61,555;70,442;77,279;692;479;79,563;61,284;80,3925;5,058629016;;;;
1;na;4;12;223;537,608;421,684;60,77;23,56;12,052;25,845;24,698;526;426;21,371;13,356;5,0175;1,263772074;;;;
1;na;4;13;589;1907,794;428,249;90,811;32,216;23,279;34,423;32,894;1893;434;19,537;23,335;13,2525;2,053874818;;;;
1;na;4;14;424;1607,623;466,774;85,255;31,571;17,1;38,882;33,971;1595;476;42,614;18,796;9,54;1,742606184;;;;
1;na;4;15;177;2028,438;522,15;49,698;17,134;13,153;58,454;18,028;2023;530;56,31;14;3,9825;1,125908132;;;;
1;na;4;16;581;542,722;560,035;98,083;32,617;22,68;83,491;35,693;536;577;78,69;23,273;13,0725;2,039878915;;;;
1;na;4;17;377;1270,505;660,466;75,598;27,085;17,723;33,993;28,844;1257;667;33,69;19,134;8,4825;1,643187028;;;;
1;na;4;18;388;1096,142;701,188;74,669;24,308;20,323;69,879;26;1089;713;67,38;21,917;8,73;1,666986894;;;;
1;na;4;19;328;336,543;702,957;78,77;25,56;16,339;102,019;28,862;335;690;104,036;18;7,38;1,532686191;;;;
1;na;4;20;292;982,654;870,048;68,669;27,401;13,568;39,198;28,018;972;879;34,824;14,606;6,57;1,446131374;;;;
1;na;4;21;747;1412,282;932,825;109,296;35,02;27,159;0,572;38,079;1395;935;13,671;29,885;16,8075;2,313005277;;;;
1;na;4;22;303;143,078;933,434;69,012;25,748;14,984;26,016;27,313;131;940;23,749;16,106;6,8175;1,473118342;;;;
1;na;4;23;16318;172,896;1113,892;513,044;164,575;126,245;10,885;182,258;94;1142;23,611;129,999;367,155;10,81059972;;;;
1;na;4;24;236;1957,479;1106,898;59,941;21,942;13,694;59,327;23,601;1950;1117;53,616;15,041;5,31;1,300086726;;;;
1;na;4;25;270;1334,056;1320,23;64,184;25,794;13,328;63,443;26,42;1328;1332;60,524;14,704;6,075;1,390587127;;;;
1;na;4;26;4507;713,073;1453,502;257,907;82,786;69,317;29,648;83,6;671;1457;6,87;68,841;101,4075;5,681461941;;;;
1;na;4;27;1647;1440,496;1489,618;183,581;66,177;31,688;106,285;73,756;1438;1458;102,529;37,322;37,0575;3,434496849;;;;
1;na;4;28;15985;1866,471;1581,478;545,588;196,479;103,588;84,537;195,479;1841;1481;97,052;104,584;359,6625;10,69972567;;;;
1;na;4;29;2062;495,354;1542,853;177,338;59,873;43,85;18,701;65;465;1556;22,62;47;46,395;3,84291389;;;;
1;na;4;30;99;1547,702;1529,348;38,042;14,339;8,791;93,641;15,133;1546;1522;97,595;9;2,2275;0,842042322;;;;
1;na;4;31;925;1023,555;1645,574;128,368;49,778;23,66;46,846;50,99;1006;1662;41,82;26,906;20,8125;2,573873444;;;;
1;na;4;32;269;436,069;1690,991;75,012;23,423;14,623;56,593;28,178;427;1701;62,526;17,671;6,0525;1,388009577;;;;
1;na;4;33;4872;363,964;1732,71;295,806;97,418;63,677;167,158;99,298;317;1741;9,273;65,891;109,62;5,907040691;;;;
1;na;4;34;244;1353,578;1722,111;73,012;26,099;11,903;66,92;27,731;1348;1733;64,359;15,314;5,49;1,321938454;;;;
1;na;4;35;4794;102,506;1785,633;296,233;93,981;64,948;23,859;104,043;48;1806;17,913;67,407;107,865;5,859564478;;;;
1;na;4;36;143;1808,689;1809,493;45,698;16,6;10,968;23,981;17,493;1802;1815;30,964;11,885;3,2175;1,012008922;;;;
1;na;4;37;179;59,187;1829,109;53,698;17,467;13,048;106,066;19,698;57;1820;113,962;14;4,0275;1,132251327;;;;
1;na;4;38;3132;851,943;1871,004;221,865;70,263;56,756;28,364;77,878;817;1894;24,261;57,977;70,47;4,736169093;;;;
1;na;4;39;2575;70,999;1975,191;245,48;93,744;34,974;93,039;94,763;63;2020;82,725;37,955;57,9375;4,294424179;;;;
1;na;4;40;3757;616,205;1967,145;232,593;72,212;66,244;148,49;75,961;582;1951;159,179;66,877;84,5325;5,187246905;;;;
1;na;4;41;889;1103,105;1978,335;112,125;35,1;32,248;69,224;37,363;1097;1996;74,476;32,855;20,0025;2,523290213;;;;
1;na;4;42;83;1434,114;1979,765;39,799;16,394;6,446;100,509;16,763;1432;1971;107,354;7;1,8675;0,771001759;;;;
1;na;4;43;83;2017,886;1991,078;34,385;12,898;8,193;5,479;13,342;2011;1992;12,995;8;1,8675;0,771001759;;;;
1;na;4;44;108;340,944;2009,435;40,042;15,699;8,759;29,117;16,643;334;2014;32,735;9,713;2,43;0,879484521;;;;
1;na;5;1;4444;1069,955;51,502;262,877;99,725;56,739;37,635;97,652;1029;79;34,992;55,367;99,99;5,641613734;;;;
1;na;5;2;7578;866,113;105,252;332,635;113,182;85,249;178,199;114,983;811;120;15,124;84,652;170,505;7,367050098;;;;
1;na;5;3;370;204,081;74,708;73,012;24,962;18,872;140,231;26,249;196;64;139,635;19,814;8,325;1,627860498;;;;
1;na;5;4;1184;735,133;88,331;128,711;44,331;34,006;45,753;45,607;720;106;52,125;34,648;26,64;2,912005386;;;;
1;na;5;5;161;474,581;87,233;47,941;16,785;12,213;24,008;17,263;466;89;10,008;12,527;3,6225;1,073814492;;;;
1;na;5;6;495;664,371;120,912;83,255;28,543;22,081;26,336;29,206;652;129;38,047;22,771;11,1375;1,882863871;;;;
1;na;5;7;11491;583,614;193,037;425,73;145,665;100,442;116,218;142,899;572;264;83,571;98,759;258,5475;9,071836931;;;;
1;na;5;8;821;1191,507;160,868;111,154;41,97;24,907;16,398;42,379;1171;167;19,29;25,309;18,4725;2,424866877;;;;
1;na;5;9;341;1228,846;257,383;78,426;27,178;15,975;94,505;30,594;1222;242;101,31;16,763;7,6725;1,56276441;;;;
1;na;5;10;7806;340,462;320,917;361,706;123,419;80,53;98,274;134,536;329;251;101,143;83,013;175,635;7,47705536;;;;
1;na;5;11;878;1932,26;275,289;113,154;40,98;27,279;25,733;41,881;1914;287;33,311;28,154;19,755;2,507630715;;;;
1;na;5;12;6938;1084,877;313,498;313,12;104,391;84,622;80,033;108,931;1073;368;74,56;86;156,105;7,049096735;;;;
1;na;5;13;865;766,016;280,876;118,326;47,381;23,244;9,852;47,297;743;286;13,449;23,699;19,4625;2,488997019;;;;
1;na;5;14;168;1980,006;302,708;46,87;15,562;13,746;73,143;16,553;1976;310;64,983;14;3,78;1,096909919;;;;
1;na;5;15;6116;1172,919;394,703;371,463;136,963;56,856;7,151;141,128;1100;385;177,563;61,803;137,61;6,61835504;;;;
1;na;5;16;437;875,461;485,358;101,598;44,361;12,543;6,391;43,29;855;487;6,633;13,803;9,8325;1,769118977;;;;
1;na;5;17;5372;783,008;530,552;288,007;98,619;69,356;39,391;106,405;740;557;40,426;72,125;120,87;6,202750676;;;;
1;na;5;18;1069;1942,164;513,196;135,255;56,525;24,079;89,774;54,745;1938;540;80,538;23;24,0525;2,766974618;;;;
1;na;5;19;455;1511,709;606,124;88,912;33,276;17,41;100,169;36,878;1509;588;102,529;18,908;10,2375;1,805186267;;;;
1;na;5;20;848;32,553;601,571;118,912;48,721;22,161;7,816;47,854;10;607;10,84;22,474;19,08;2,4644173;;;;
1;na;5;21;385;251,477;604,809;73,355;26,728;18,341;16,649;27,731;239;611;25,641;18,977;8,6625;1,660529852;;;;
1;na;5;22;7423;1392;645,142;333,563;98,129;96,315;19,984;106,892;1368;600;117,284;94,657;167,0175;7,291318222;;;;
1;na;5;23;125;937,572;651,404;41,456;14,083;11,301;43,385;15;931;655;36,87;12,021;2,8125;0,946174696;;;;
1;na;5;24;382;550,935;672,869;74,912;27,181;17,894;44,187;27,803;540;682;37,694;18,385;8,595;1,654047603;;;;
1;na;5;25;6700;69,329;720,46;310,333;98,723;86,411;78,079;106,042;52;771;74,129;87,681;150,75;6,927136157;;;;
1;na;5;26;74;364,122;685,189;31,799;10,526;8,951;37,943;11,402;359;688;37,875;9,396;1,665;0,728001346;;;;
1;na;5;27;6464;1719,964;779,887;379,848;96,611;85,189;179,689;133,24;1666;769;3,442;92;145,44;6,80404217;;;;
1;na;5;28;315;1713,595;918,386;66,184;23,185;17,298;28,806;24,083;1705;927;41,634;17,894;7,0875;1,502005765;;;;
1;na;5;29;542;1449,801;992,97;88,569;31,493;21,913;38,402;33,121;1434;1000;28,887;22,627;12,195;1,970225637;;;;
1;na;5;30;123;1554,215;991,533;41,698;13,812;11,339;81,487;15,297;1552;999;78,69;12;2,7675;0,938574776;;;;
1;na;5;31;15587;705,406;1074,465;562,843;172,366;115,138;161,456;175;615;1065;163,74;141,736;350,7075;10,56568334;;;;
1;na;5;32;1407;1079,756;1020,661;146,368;49,2;36,412;0,116;50,488;1057;1024;7,97;38,45;31,6575;3,174412579;;;;
1;na;5;33;7289;433,968;1131,392;388,291;109,226;84,968;133,441;122,25;412;1061;113,629;97,944;164,0025;7,225207063;;;;
1;na;5;34;1470;1835,309;1138,948;151,681;49,334;37,939;34,06;51,865;1821;1163;56,004;41,719;33,075;3,244703297;;;;
1;na;5;35;1120;1317,621;1168,146;133,497;52,553;27,135;83,402;51,662;1309;1193;75,426;26,655;25,2;2,832209232;;;;
1;na;5;36;675;1162,549;1163,94;99,64;36,697;23,42;37,762;37,202;1147;1174;36,254;24,004;15,1875;2,198711304;;;;
1;na;5;37;571;1837,835;1183,663;94,669;29,567;24,589;37,496;32,249;1829;1196;60,255;27,47;12,8475;2,022247824;;;;
1;na;5;38;1922;605,712;1203,191;163,924;55,261;44,284;47,982;56,223;589;1226;51,499;44,548;43,245;3,710163208;;;;
1;na;5;39;14159;404,938;1283,211;548,458;176,271;102,273;42,335;188,438;327;1348;54,286;116,885;318,5775;10,07007288;;;;
1;na;5;40;875;1099,365;1237,893;110,811;38,805;28,71;38,806;40;1084;1250;36,87;29,698;19,6875;2,503342942;;;;
1;na;5;41;292;863,562;1248,37;64,184;23,226;16,007;39,72;24,083;855;1257;41,634;16,971;6,57;1,446131374;;;;
1;na;5;42;1298;1126,942;1291,687;137,196;49,163;33,616;37,56;49,82;1108;1308;38,48;34,127;29,205;3,048973635;;;;
1;na;5;43;7604;1619,227;1425,419;363,924;140,175;69,069;170,71;143,736;1556;1399;158,791;67;171,09;7,379677393;;;;
1;na;5;44;1299;1752,144;1455,153;136,125;47,066;35,141;56,877;48,6;1736;1474;53,366;36,77;29,2275;3,050147898;;;;
1;na;5;45;240;264,338;1504,404;59,355;20,483;14,918;24,803;21,954;254;1510;30,069;16,55;5,4;1,311058117;;;;
1;na;5;46;322;215,807;1508,848;80,669;29,497;13,899;21,227;34,015;198;1516;24,305;15,655;7,245;1,518603018;;;;
1;na;5;47;492;173,004;1514,722;88,083;32,545;19,248;9,568;32,985;156;1518;14,036;20,322;11,07;1,877149552;;;;
1;na;5;48;850;500,088;1547,791;111,64;41,038;26,372;52,428;42,438;487;1565;55,561;27,577;19,125;2,467321741;;;;
1;na;5;49;4275;1708,186;1572,043;263,078;94,556;57,565;66,269;96,933;1692;1623;68,199;59,489;96,1875;5,533302104;;;;
1;na;5;50;2898;1177,104;1609,16;200,894;66,496;55,49;52,942;67,424;1158;1637;54,66;56,315;65,205;4,555809053;;;;
1;na;5;51;308;1905,084;1599,205;65,012;21,582;18,17;173,997;22,804;1894;1595;164,745;19;6,93;1,485223051;;;;
1;na;5;52;892;446,459;1644,611;143,598;65,047;17,46;95,257;61;440;1615;100,389;17,725;20,07;2,527544147;;;;
1;na;5;53;92;1129,152;1673,989;37,213;13,713;8,542;33,25;14,866;1124;1679;42,274;9,398;2,07;0,811727457;;;;
1;na;5;54;5214;1813,602;1718,876;316,108;124,371;53,378;10,566;126,495;1749;1737;11,399;54,964;117,315;6,110852993;;;;
1;na;5;55;864;1852,598;1824,647;111,296;37,026;29,711;52,191;37,736;1840;1840;57,995;30,7;19,44;2,487557876;;;;
1;na;5;56;4885;994,056;1970,058;263,563;87,886;70,771;75,602;90,67;988;2015;83,032;71,398;109,9125;5,914916345;;;;
1;na;5;57;686;1941,657;1947,491;104,912;40,538;21,546;84,954;41,195;1939;1927;95,572;22;15,435;2,216554329;;;;
1;na;5;58;1186;1902,422;1994,545;131,439;48,384;31,21;43,441;48,415;1884;2012;38,29;31,113;26,685;2,914463812;;;;
1;na;5;59;421;1047,98;2020,863;76,426;26,048;20,579;29,969;27,019;1037;2029;38,991;21,267;9,4725;1,736430361;;;;
1;na;6;1;3990;305,27;80,168;249,421;81,177;62,582;23,933;83,762;275;112;33,311;64,933;89,775;5,345677696;;;;
1;na;6;2;111;116,599;74,878;47,355;15,03;9,403;79,865;16,492;116;83;75,964;10,991;2,4975;0,891615915;;;;
1;na;6;3;7609;1193,932;152,944;360,132;123,246;78,608;102,783;132,966;1186;222;83,089;76,485;171,2025;7,382103243;;;;
1;na;6;4;1352;363,226;163,79;138,953;48,039;35,834;46,829;49,204;345;179;37,569;36,817;30,42;3,111749787;;;;
1;na;6;5;236;1563,169;167,356;61,941;24,896;12,069;9,773;25,71;1551;171;13,496;12,952;5,31;1,300086726;;;;
1;na;6;6;554;533,731;186,399;111,012;47,567;14,829;95,69;46,53;530;162;98,653;16,076;12,465;1,991916848;;;;
1;na;6;7;503;1923,943;205,611;86,912;31,624;20,252;98,754;32,757;1919;190;102,339;21,195;11,3175;1,89801795;;;;
1;na;6;8;434;1718,742;206,032;89,355;38,247;14,448;7,014;37,855;1700;209;12,2;14,661;9,765;1,763036029;;;;
1;na;6;9;97;1284,438;245,727;46,527;17,413;7,093;98,493;18,248;1283;237;99,462;8;2,1825;0,833493447;;;;
1;na;6;10;227;1052,337;258,817;56,527;20,048;14,417;51,171;20,809;1046;267;54,782;14,998;5,1075;1,275055977;;;;
1;na;6;11;1432;197,199;303,758;149,439;52,688;34,605;26,818;52,555;172;314;21,194;35,351;32,22;3,202490364;;;;
1;na;6;12;1678;1321,236;318,93;191,037;62,974;33,926;86,646;65,376;1321;286;96,147;37,302;37,755;3,466668394;;;;
1;na;6;13;152;1189,053;302,816;44,87;14,386;13,453;161,897;15,264;1183;298;148,392;13,868;3,42;1,043369451;;;;
1;na;6;14;9121;620,772;395,49;374,919;136,077;85,343;164,925;133,24;558;375;163,877;82,237;205,2225;8,082348088;;;;
1;na;6;15;2128;1416,341;406,371;170,752;55,945;48,43;53,06;57,385;1403;432;67,457;48,79;47,88;3,903931013;;;;
1;na;6;16;390;1329,731;402,3;83,941;30,777;16,134;88,082;32,558;1326;416;79,38;17;8,775;1,67127773;;;;
1;na;6;17;400;1222,03;409,118;82,569;29,508;17,26;52,995;30,806;1213;422;54,246;18,863;9;1,692568751;;;;
1;na;6;18;117;1236,355;425,765;42,627;13,431;11,092;110,953;14,866;1232;420;132,274;12;2,6325;0,915396513;;;;
1;na;6;19;604;1621,826;509,79;102,569;33,421;23,01;129,193;35,609;1614;492;128,157;25,456;13,59;2,079863302;;;;
1;na;6;20;3309;1717,615;637,989;218,551;69,754;60,4;15,838;74,324;1683;653;23,806;61,121;74,4525;4,868158461;;;;
1;na;6;21;5804;987,099;695,946;297,362;102,761;71,913;112,005;102,396;978;645;95,042;70,685;130,59;6,447331854;;;;
1;na;6;22;211;873,775;706,903;56,284;21,539;12,473;22,27;21,633;865;713;33,69;12,973;4,7475;1,229299062;;;;
1;na;6;23;478;219,211;752,109;80,669;28,685;21,217;52,637;29,411;211;764;54,689;21,92;10,755;1,850249396;;;;
1;na;6;24;676;265,661;803,815;102,225;38,169;22,55;65,128;38,626;260;822;68,749;23,258;15,21;2,200339376;;;;
1;na;6;25;135;1080,441;841,752;44,87;17,394;9,882;12,441;17,72;1072;845;16,39;10,674;3,0375;0,983293588;;;;
1;na;6;26;6561;83,666;960,204;336,233;122,967;67,935;109,572;122,188;77;900;97,997;71,373;147,6225;6,85490344;;;;
1;na;6;27;620;747,735;936,511;99,841;38,81;20,34;88,906;38,639;744;956;79,563;21;13,95;2,107231101;;;;
1;na;6;28;165;988,276;981,621;47,113;17,053;12,32;46,249;17,804;981;987;38,157;12,728;3,7125;1,087071963;;;;
1;na;6;29;808;481,001;1007,069;115,983;36,02;28,561;49,081;40;468;1023;53,13;31;18,18;2,405592179;;;;
1;na;6;30;12377;792,277;1056,291;451,931;159,629;98,722;11,834;172,525;710;1078;15,809;104;278,4825;9,415080078;;;;
1;na;6;31;261;496,538;1045,914;73,113;31,242;10,637;93,04;30,265;494;1031;97,595;11;5,8725;1,36721425;;;;
1;na;6;32;928;981,995;1065,527;114,811;40,401;29,246;72,226;41,761;977;1086;73,301;30;20,88;2,578043914;;;;
1;na;6;33;136;1334,662;1055,125;42,87;14,723;11,761;8,63;16,155;1328;1059;21,801;12;3,06;0,986928696;;;;
1;na;6;34;112;1615,196;1070,616;41,213;15,408;9,255;36,526;16,279;1609;1076;42,51;10,277;2,52;0,895623198;;;;
1;na;6;35;988;107,197;1143,234;122,811;45,894;27,41;64,749;47,011;98;1165;60,709;28,628;22,23;2,660080595;;;;
1;na;6;36;733;185,43;1148,597;100,811;33,129;28,172;32,344;34,54;170;1155;22,109;28,991;16,4925;2,291228011;;;;
1;na;6;37;287;1384,699;1203,838;63,355;21,735;16,813;31,372;23,022;1376;1211;34,38;17,894;6,4575;1,433696652;;;;
1;na;6;38;577;1319,386;1224,299;95,255;36,531;20,111;8,966;37,483;1302;1225;9,211;20;12,9825;2,032844829;;;;
1;na;6;39;646;1068,946;1298,799;93,74;31,33;26,253;59,016;32,311;1064;1314;68,199;26,87;14,535;2,150961226;;;;
1;na;6;40;1375;727,693;1307,59;143,882;44,888;39,002;77,942;48,549;719;1332;57,619;41;30,9375;3,138106452;;;;
1;na;6;41;2217;1282,801;1317,869;179,581;59,805;47,2;52,306;61,62;1264;1341;48,289;47,604;49,8825;3,984732475;;;;
1;na;6;42;306;1816,206;1353,598;68,527;26,42;14,747;86,357;26,683;1814;1367;77,005;15;6,885;1,480393045;;;;
1;na;6;43;261;536,73;1440,799;74,042;32,58;10,2;91,808;31,575;534;1425;100,954;11;5,8725;1,36721425;;;;
1;na;6;44;962;1652,865;1456,045;146,953;60,827;20,137;18,665;60,539;1622;1463;22,329;22,358;21,645;2,624846183;;;;
1;na;6;45;3154;1305,392;1574,324;225,907;86,396;46,481;40,818;85,913;1275;1604;39,806;46,102;70,965;4,75277404;;;;
1;na;6;46;6078;1104,241;1626,602;297,078;101,304;76,391;173,437;101,119;1054;1634;8,531;75,771;136,755;6,597762385;;;;
1;na;6;47;687;972,724;1610,349;97,983;33,426;26,169;66,329;34,54;967;1627;67,891;27,284;15,4575;2,218169305;;;;
1;na;6;48;130;709,862;1612,831;43,456;15,994;10,349;11,789;16,279;702;1611;169,38;10,915;2,925;0,964912647;;;;
1;na;6;49;267;902,152;1648,878;60,77;21,092;16,118;57,138;21,954;896;1658;59,931;16,971;6,0075;1,382840064;;;;
1;na;6;50;9190;824,002;1717,961;391,345;136,282;85,859;117,232;134,373;817;1651;94,268;86,988;206,775;8,112861808;;;;
1;na;6;51;858;234,502;1695,364;113,539;43,679;25,011;45,255;44,045;218;1709;39,472;24,749;19,305;2,478905475;;;;
1;na;6;52;470;1422,615;1687,07;90,426;36,598;16,351;14,924;37,696;1405;1695;21,801;17,322;10,575;1,834700806;;;;
1;na;6;53;5714;1325,523;1836,243;287,563;95,423;76,242;80,42;99,298;1317;1887;80,727;78;128,565;6,397148624;;;;
1;na;6;54;299;1000,704;1805,891;70,527;28;13,596;10,675;27,893;987;1808;14,534;14,437;6,7275;1,463362484;;;;
1;na;6;55;126;46,294;1814,508;48,284;18,24;8,796;83,896;19,416;44;1804;101,889;10;2,835;0,949951855;;;;
1;na;6;56;4964;582,074;1847,213;267,563;84,777;74,553;78,262;88,295;578;1891;76,908;76,041;111,69;5,962552405;;;;
1;na;6;57;931;115,315;1948,784;119,882;44;26,941;67,33;46,098;105;1969;65,659;28,511;20,9475;2,582207649;;;;
1;na;6;58;129;594,787;1968,322;44,627;15,675;10,478;40,351;17,804;590;1975;51,843;11,704;2,9025;0,96119428;;;;
1;na;6;59;103;506,296;1968,956;42,627;17,802;7,367;8,892;17,72;498;1971;16,39;7,783;2,3175;0,858884836;;;;
1;na;7;1;12451;1160,484;174,049;477,671;193,289;82,018;33,266;187,723;1094;238;38,946;81,489;280,1475;9,443183724;;;;
1;na;7;2;1293;1322,478;158,451;144,409;49,485;33,269;18,02;56,294;1296;165;12,308;36,062;29,0925;3,043095523;;;;
1;na;7;3;3514;1360,307;266,601;224,735;68,789;65,042;141,547;73,824;1324;261;171,431;63,234;79,065;5,016689262;;;;
1;na;7;4;1964;771,764;281,978;206,125;89,512;27,936;91,426;87,367;765;326;84,746;27,973;44,19;3,750481818;;;;
