Sample;Tilt angle to optical axis;Image;Particle number;Fläche;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;area_in_nm2;radius_in_nm;;;;
1;na;3;113;337;1778,859;2004,162;67,598;22,03;19,478;136,508;23,022;1773;1994;124,38;20,405;7,5825;1,553571599;;;;
1;na;3;114;922;288,482;2019,761;112,569;37,396;31,392;10,751;38,626;270;2026;21,251;31;20,745;2,569696206;;;;
1;na;4;1;3598;452,701;43,44;231,179;78,049;58,695;137,849;77,801;429;11;127,164;59,943;80,955;5,076295582;;;;
1;na;4;2;702;816,564;24,783;98,912;32,638;27,385;24,432;33,601;803;34;36,529;28;15,795;2,242254368;;;;
1;na;4;3;1082;1264,579;66,477;134,225;52,502;26,24;18,309;50,922;1240;75;19,502;26,881;24,345;2,783748225;;;;
1;na;4;4;84;1189,488;65,952;32,627;10,66;10,033;32,967;11,705;1184;68;19,983;10;1,89;0,775632442;;;;
1;na;4;5;1473;1567,982;103,325;190,794;67,109;27,947;55,591;75,743;1547;137;47,675;32,644;33,1425;3,248012531;;;;
1;na;4;6;178;1047,77;86,949;48,284;15,836;14,312;162,899;16,643;1041;82;147,265;14;4,005;1,129084184;;;;
1;na;4;7;115;545,961;105,274;38,042;12,761;11,474;143,552;13,601;542;100;126,027;12;2,5875;0,907538886;;;;
1;na;4;8;339;757,046;109,78;68,184;24,75;17,44;5,755;25,495;745;114;11,31;17;7,6275;1,558174784;;;;
1;na;4;9;157;77,92;117,596;48,527;19,511;10,245;125,582;20;71;110;126,87;11,099;3,5325;1,060391283;;;;
1;na;4;10;350;1938,491;135,934;69,012;24,42;18,249;30,722;25,239;1928;143;33,69;19,092;7,875;1,583253092;;;;
1;na;4;11;162;1523,364;159,364;46,87;16,582;12,439;154,01;17,889;1516;154;153,435;13;3,645;1,077144157;;;;
1;na;4;12;699;1205,737;169,537;98,569;32,784;27,147;166,144;33,838;1189;165;161,03;28;15,7275;2,237458097;;;;
1;na;4;13;210;1416,005;166,714;53,698;18,877;14,165;177,734;19,416;1406;166;168,111;14;4,725;1,226382572;;;;
1;na;4;14;216;405,319;185,88;53,113;16,98;16,197;9,991;17,804;398;191;38,157;16;4,86;1,243778938;;;;
1;na;4;15;1885;553,334;203,898;166,167;55,745;43,054;21,479;58,856;523;211;9,782;45;42,4125;3,674277895;;;;
1;na;4;16;199;1682,711;193,219;51,698;17,043;14,867;0,144;17,72;1674;191;163,61;15;4,4775;1,193831025;;;;
1;na;4;17;108;747,769;207,528;39,456;14,172;9,703;51,916;15,62;744;214;50,194;10,607;2,43;0,879484521;;;;
1;na;4;18;59;1164,89;222,449;26,971;8,956;8,388;106,714;10;1161;219;143,13;8;1,3275;0,650043363;;;;
1;na;4;19;435;1237,902;254,206;81,497;30,942;17,9;156,254;31,385;1224;247;157,521;18,342;9,7875;1,765066008;;;;
1;na;4;20;105;1684,748;259,738;36,627;12,183;10,973;99,674;13;1682;254;112,62;11;2,3625;0,867183433;;;;
1;na;4;21;307;1898,347;275,142;64,77;22,551;17,334;59,912;23,601;1892;285;53,616;18,31;6,9075;1,482810014;;;;
1;na;4;22;150;268,953;292,767;44,284;14,397;13,266;149,583;15,264;263;288;148,392;13,865;3,375;1,036482448;;;;
1;na;4;23;190;922,358;306,253;50,527;16,199;14,934;42,577;17,205;917;313;54,462;15,556;4,275;1,166522509;;;;
1;na;4;24;442;1127,5;310,57;77,255;24,757;22,732;169,299;26;1116;304;157,38;23;9,945;1,77921101;;;;
1;na;4;25;823;1347,93;329,135;110,669;39,651;26,428;14,194;41,183;1331;339;29,055;28;18,5175;2,427818634;;;;
1;na;4;26;67;158,231;328,097;33,213;12,943;6,591;118,246;14,318;155;322;114,775;7,606;1,5075;0,692713616;;;;
1;na;4;27;490;670,102;337,037;81,255;25,638;24,335;63,932;26,926;662;348;58,671;25;11,025;1,873330322;;;;
1;na;4;28;419;1846,302;339,641;74,426;25,645;20,803;144,196;26,627;1835;332;145,713;21,213;9,4275;1,732300913;;;;
1;na;4;29;828;609,492;367,866;126,953;48,01;21,959;63,897;54,129;600;391;64,855;25,803;18,63;2,435182371;;;;
1;na;4;30;695;1815,668;368,224;100,912;35,347;25,035;2,185;36,139;1797;365;165,579;26;15,6375;2,231047029;;;;
1;na;4;31;1660;977,479;387,198;156,953;49,766;42,47;79,656;51,225;958;407;38,66;42,349;37,35;3,448024688;;;;
1;na;4;32;453;380,875;373,93;78,426;25,934;22,24;2,384;27,203;368;380;17,103;22;10,1925;1,801214456;;;;
1;na;4;33;195;543,854;410,982;51,456;17,821;13,932;163,298;18,439;537;405;139,399;14;4,3875;1,181771816;;;;
1;na;4;34;486;286,432;419,337;80,669;25,932;23,862;3,264;26,926;273;418;164,932;24;10,935;1,865668407;;;;
1;na;4;35;347;528,552;436,166;69,012;22,59;19,558;142,595;23,854;519;429;146,976;20,506;7,8075;1,576453119;;;;
1;na;4;36;6688;1697,946;490,802;330,777;107,897;78,921;47,926;120,108;1664;536;57,236;81,583;150,48;6,920929972;;;;
1;na;4;37;2302;459,803;509,368;238,534;99,513;29,453;50,049;104,005;424;552;43,052;31,199;51,795;4,060401526;;;;
1;na;4;38;4975;1149,758;514,618;322,09;113,218;55,948;33,545;124,964;1114;561;39,806;61,719;111,9375;5,969155123;;;;
1;na;4;39;309;561,008;498,801;64,77;20,918;18,808;20,033;22,023;552;505;39,472;19;6,9525;1,487632174;;;;
1;na;4;40;1520;1771,114;528,214;146,468;46,534;41,589;156,518;50,249;1751;513;148,841;41,434;34,2;3,299423905;;;;
1;na;4;41;246;1854,618;527,382;57,113;19,626;15,96;17,338;20,616;1845;532;22,834;16;5,535;1,327345177;;;;
1;na;4;42;180;1454,689;553,128;49,456;17,093;13,408;36,437;18,601;1447;559;36,254;14;4,05;1,135409635;;;;
1;na;4;43;3790;363,736;596,417;275,404;115,236;41,876;49,112;116,25;327;646;54,806;42,426;85,275;5,209978459;;;;
1;na;4;44;3593;155,824;588,989;232,551;71,184;64,266;23,76;75;130;617;53,13;63,763;80,8425;5,072767191;;;;
1;na;4;45;287;1821,995;564,326;62,77;21,762;16,791;84,184;22,561;1818;575;77,196;17;6,4575;1,433696652;;;;
1;na;4;46;97;482,479;571,851;35,456;11,604;10,643;116,727;12,369;481;566;104,036;11;2,1825;0,833493447;;;;
1;na;4;47;205;1143,368;573,368;55,698;21,207;12,308;13,131;22,472;1133;578;20,854;13;4,6125;1,211694825;;;;
1;na;4;48;695;832,814;583,297;98,326;35,24;25,111;9,3;35,735;816;589;17,928;25;15,6375;2,231047029;;;;
1;na;4;49;149;1390,138;578,829;44,284;15,053;12,603;125,813;16,125;1386;572;119,745;13,419;3,3525;1,033021729;;;;
1;na;4;50;868;282,874;591,189;109,74;35,226;31,374;173,402;35,847;266;597;22,989;31;19,53;2,493309463;;;;
1;na;4;51;313;1875,171;588,324;65,355;22,101;18,032;168,46;22,847;1865;583;156,801;18;7,0425;1,4972299;;;;
1;na;4;52;258;1439,481;598,229;58,527;19,008;17,282;177,82;19,723;1432;592;149,534;17;5,805;1,359333987;;;;
1;na;4;53;93;57,565;613,597;34,627;11,253;10,523;141,653;12,207;52;611;145,008;11;2,0925;0,816127096;;;;
1;na;4;54;1457;680,982;633,999;141,782;44,782;41,425;161,155;47,127;658;630;162,719;42;32,7825;3,230324108;;;;
1;na;4;55;211;1778,325;634,472;52,87;17,626;15,242;17,709;18,601;1770;639;36,254;15;4,7475;1,229299062;;;;
1;na;4;56;327;1462,778;653,644;68,77;24,114;17,266;12,045;25,298;1451;658;18,435;18;7,3575;1,530347996;;;;
1;na;4;57;1196;1211,411;672,548;130,125;40,32;37,767;152,206;42,059;1190;665;161,996;39;26,91;2,926724968;;;;
1;na;4;58;102;1087,843;698,51;36,042;11,662;11,136;12,515;12,649;1082;701;18,435;11;2,295;0,854705323;;;;
1;na;4;59;255;1534,896;704,869;58,527;19,311;16,813;0,643;19,925;1525;703;162,474;17;5,7375;1,351407774;;;;
1;na;4;60;1121;1409,396;727,63;147,338;61,486;23,213;45,95;63,032;1389;750;48,215;24,749;25,2225;2,833473329;;;;
1;na;4;61;2411;640,293;746,367;192,652;69,694;44,047;70,392;68,884;636;780;80,811;43,834;54,2475;4,155420021;;;;
1;na;4;62;73;326,336;720,089;31,213;9,87;9,417;125,157;10,817;322;717;146,31;9,899;1,6425;0,723065687;;;;
1;na;4;63;314;928,987;762,293;67,941;24,539;16,292;170,862;24,739;916;762;165,964;17;7,065;1,499619734;;;;
1;na;4;64;215;1267,012;763,705;53,113;18,456;14,833;160,011;18,974;1258;761;161,565;15;4,8375;1,24089648;;;;
1;na;4;65;854;103,782;803,721;112,569;38,049;28,577;165,849;39,051;85;796;166,675;29,269;19,215;2,47312039;;;;
1;na;4;66;339;137,432;820,276;67,598;20,869;20,683;27,155;22,023;129;813;140,528;21;7,6275;1,558174784;;;;
1;na;4;67;1138;1429,429;843,031;126,368;41,582;34,846;172,378;43,29;1409;840;173,367;35,782;25,605;2,854877342;;;;
1;na;4;68;155;883,797;855,455;45,456;15,437;12,784;153,421;16,401;877;851;142,431;13;3,4875;1,05361555;;;;
1;na;4;69;203;1006,712;864,525;51,698;17,379;14,872;156,5;18,028;999;860;146,31;15;4,5675;1,205769632;;;;
1;na;4;70;57;858,219;871,763;26,385;9,162;7,921;172,331;9,849;854;869;156,038;8;1,2825;0,638930692;;;;
1;na;4;71;4264;1603,248;910,089;253,966;88,484;61,357;173,186;89,286;1559;898;164,407;62;95,94;5,526178651;;;;
1;na;4;72;178;1923,247;900,343;49,456;16,153;14,031;1,362;17,029;1917;906;40,236;14;4,005;1,129084184;;;;
1;na;4;73;208;1163,697;908,327;61,598;24,735;10,707;47,054;26,249;1153;917;40,365;12,021;4,68;1,220528684;;;;
1;na;4;74;253;399,425;916,591;58,77;19,078;16,885;62,574;20;394;925;53,13;17,678;5,6925;1,346097703;;;;
1;na;4;75;2684;158,92;953,473;200,167;61,104;55,927;132,618;65,947;134;934;139,304;55,824;60,39;4,384373847;;;;
1;na;4;76;86;509,081;963,43;34,042;10,918;10,03;173,489;11,705;504;960;160,017;10,734;1,935;0,784811844;;;;
1;na;4;77;10407;1312,891;1046,833;494,257;142,242;93,155;46,176;153,026;1290;1119;65,277;100,117;234,1575;8,633345074;;;;
1;na;4;78;179;197,221;989,36;51,698;16,955;13,442;169,431;18,682;188;988;164,476;13,896;4,0275;1,132251327;;;;
1;na;4;79;2608;1483,847;1037,292;207,037;78,865;42,105;153,134;79,48;1446;1022;158,6;42,467;58,68;4,321854246;;;;
1;na;4;80;228;2006,535;1025,118;55,698;20,021;14,5;171,942;20,396;1997;1022;168,69;14;5,13;1,277861384;;;;
1;na;4;81;104;1600,5;1079,154;36,87;11,595;11,421;28,341;12,649;1594;1080;18,435;12;2,34;0,863044109;;;;
1;na;4;82;688;977,661;1092,288;105,74;35,708;24,532;30,638;38,588;961;1099;31,218;25,372;15,48;2,219783106;;;;
1;na;4;83;459;770,607;1128,785;79,255;26,653;21,927;155,908;27,514;758;1124;160,907;22,368;10,3275;1,813103789;;;;
1;na;4;84;65;1733,131;1146,669;30,042;9,924;8,34;14,502;11,18;1728;1149;10,305;9;1,4625;0,682296276;;;;
1;na;4;85;730;968,007;1197,463;104,468;39,215;23,702;54,516;39,661;957;1214;56,31;24,606;16,425;2,28653447;;;;
1;na;4;86;182;1080,978;1208,714;48,87;16,478;14,063;165,979;17,464;1073;1205;156,371;14;4,095;1,141700041;;;;
1;na;4;87;51;1379,578;1210,755;25,799;8,127;7,99;151,932;9,22;1375;1210;167,471;8;1,1475;0,60436793;;;;
1;na;4;88;532;188,442;1225,479;85,598;28,304;23,932;110,385;29,682;180;1214;122,619;24;11,97;1,951965506;;;;
1;na;4;89;903;788,603;1249,017;145,823;61,444;18,712;47,866;62,29;765;1272;47,603;21,582;20,3175;2,543081028;;;;
1;na;4;90;404;1201,668;1235,978;81,598;32,342;15,905;12,832;32,757;1185;1238;12,339;16,875;9,09;1,701010542;;;;
1;na;4;91;195;613,838;1240,131;68,669;28,862;8,602;41,295;29,069;604;1252;49,185;10,354;4,3875;1,181771816;;;;
1;na;4;92;180;1782,461;1260,672;47,698;15,348;14,933;170,899;16,553;1775;1257;154,983;15;4,05;1,135409635;;;;
1;na;4;93;144;1495,729;1277,465;42,87;13,93;13,162;157,32;14,866;1489;1274;160,346;13;3,24;1,01554125;;;;
1;na;4;94;164;1992,726;1282,11;47,113;16,495;12,659;136,626;17,205;1988;1275;125,538;13,435;3,69;1,083772799;;;;
1;na;4;95;122;1643,484;1285,025;40,042;13,004;11,946;34,679;13,892;1640;1291;59,744;12;2,745;0,934751645;;;;
1;na;4;96;136;547,581;1302,206;46,184;17,813;9,721;46,333;18,358;543;1310;60,642;9,899;3,06;0,986928696;;;;
1;na;4;97;3158;839,602;1339,181;262,836;96,479;41,676;146,942;98,793;800;1317;148,241;48,964;71,055;4,755786892;;;;
1;na;4;98;184;2010,174;1319,255;49,698;17,762;13,19;57,127;18,601;2005;1327;53,746;14,142;4,14;1,147955979;;;;
1;na;4;99;93;631,995;1342,898;43,113;16,145;7,334;41,429;18,028;625;1346;33,69;8,748;2,0925;0,816127096;;;;
1;na;4;100;1131;1384,567;1353,562;129,397;43,039;33,459;1,78;46,239;1364;1361;21,571;33,693;25,4475;2,846083419;;;;
1;na;4;101;436;1270,222;1364,463;77,255;24,844;22,345;147,193;26,077;1260;1356;147,529;23;9,81;1,767093654;;;;
1;na;4;102;148;591,709;1376,52;45,698;16,859;11,178;38,519;17,804;584;1381;38,157;12,021;3,33;1,029549378;;;;
1;na;4;103;631;1305,5;1414,83;95,154;32,073;25,05;86,216;33,541;1302;1430;79,695;26;14,1975;2,125842094;;;;
1;na;4;104;3115;504,433;1442,5;216,309;77,366;51,265;39,646;79,649;475;1469;38,884;53,74;70,0875;4,723298016;;;;
1;na;4;105;380;1872,4;1436,663;71,841;22,855;21,17;133,482;23,854;1867;1426;123,024;21,915;8,55;1,649711953;;;;
1;na;4;106;491;1272,137;1460,871;81,255;25,154;24,854;48,031;26,627;1261;1467;34,287;25;11,0475;1,875240909;;;;
1;na;4;107;316;1079,883;1469,222;65,941;22,783;17,66;20,731;23,601;1070;1476;36,384;18;7,11;1,504388012;;;;
1;na;4;108;130;1092,269;1506,977;40,627;13,762;12,027;152,946;14,765;1086;1503;151,699;12;2,925;0,964912647;;;;
1;na;4;109;117;1575,192;1549,261;40,042;12,722;11,71;105,18;13,601;1571;1544;126,027;12;2,6325;0,915396513;;;;
1;na;4;110;738;870,927;1571,02;100,225;32,523;28,892;164,744;33,956;854;1575;13,627;29,525;16,605;2,299029286;;;;
1;na;4;111;1352;130,577;1590,543;167,622;72,85;23,63;132,718;70,838;107;1564;131,566;25,456;30,42;3,111749787;;;;
1;na;4;112;906;1576,272;1594,37;117,296;40,773;28,292;168,382;42,953;1555;1586;167,905;29,832;20,385;2,547301912;;;;
1;na;4;113;215;521,142;1602,565;53,698;17,692;15,473;22,574;18,868;513;1608;32,005;16;4,8375;1,24089648;;;;
1;na;4;114;260;1452,188;1654,473;65,598;23,529;14,07;26,244;24,597;1442;1661;26,565;16,256;5,85;1,364592552;;;;
1;na;4;115;110;979,455;1658,182;37,213;12,455;11,245;60,282;13,601;976;1664;53,973;11;2,475;0,887590541;;;;
1;na;4;116;147;1566,473;1662,078;43,456;15,383;12,167;163,72;16,155;1559;1659;158,199;12;3,3075;1,026065275;;;;
1;na;4;117;1768;1374,238;1715,07;181,238;60,828;37,008;11,044;61,057;1348;1728;31,608;43,493;39,78;3,55842202;;;;
1;na;4;118;67;1058,396;1717,888;29,556;9,252;9,221;6,762;10,63;1055;1714;131,186;9;1,5075;0,692713616;;;;
1;na;4;119;1508;1881,983;1743,46;147,196;45,794;41,928;106,518;47,011;1869;1762;60,709;41,807;33,93;3,286374056;;;;
1;na;4;120;276;1128,808;1740,525;61,598;21,455;16,379;38,759;22,204;1120;1747;35,838;16,971;6,21;1,405953197;;;;
1;na;4;121;648;929,204;1751,978;96,083;30,471;27,077;106,489;32,016;920;1738;128,66;27;14,58;2,154288314;;;;
1;na;4;122;179;805,288;1764,304;51,698;18,74;12,162;95,888;19,647;803;1755;104,744;13;4,0275;1,132251327;;;;
1;na;4;123;55;1728,809;1761,155;26,728;8,518;8,221;116,063;9,899;1725;1758;135;8;1,2375;0,62762129;;;;
1;na;4;124;418;1531,6;1771,696;75,012;25,44;20,92;40,973;26,401;1521;1780;37,304;21,915;9,405;1,730232493;;;;
1;na;4;125;60;212,267;1809,5;27,799;9,043;8,448;29,312;10;208;1812;36,87;9;1,35;0,655529058;;;;
1;na;4;126;172;1678,797;1813,052;47,698;16,317;13,421;62,436;17,088;1676;1821;69,444;14;3,87;1,109891553;;;;
1;na;4;127;550;1066,905;1822,809;88,912;29,589;23,667;42,775;30,806;1055;1834;35,754;25,053;12,375;1,984712786;;;;
1;na;4;128;308;549,5;1822,036;65,598;22,265;17,613;43,139;23,022;544;1832;55,62;18,789;6,93;1,485223051;;;;
1;na;4;129;858;330,033;1841,967;124,811;47,87;22,821;84,826;49,366;330;1866;83,019;24,409;19,305;2,478905475;;;;
1;na;4;130;387;1488,099;1860,593;71,598;23,915;20,604;52,885;25,239;1482;1872;56,31;21,213;8,7075;1,66483733;;;;
1;na;4;131;127;13,516;1861,004;40,627;13,504;11,974;4,609;14,765;7;1865;28,301;12;2,8575;0,953714056;;;;
1;na;4;132;120;421,308;1861,258;39,799;13,495;11,321;1,339;14,213;416;1866;39,289;11;2,7;0,927058085;;;;
1;na;4;133;3276;1320,023;1898,644;217,823;70,786;58,926;128,225;75,213;1297;1869;125,803;62,108;73,71;4,843823047;;;;
1;na;4;134;859;1756,753;1891,644;112,225;38,026;28,762;2,478;39,051;1737;1890;166,675;30,82;19,3275;2,480349638;;;;
1;na;4;135;447;1490,804;1912,905;78,669;26,5;21,477;85,545;27,459;1488;1926;79,509;22;10,0575;1,789246121;;;;
1;na;4;136;172;473,541;1910,43;48,87;16,888;12,968;18,315;17,493;466;1915;30,964;13;3,87;1,109891553;;;;
1;na;4;137;367;574,375;1929,718;70,184;22,764;20,527;7,832;24,166;563;1934;24,444;21;8,2575;1,621247632;;;;
1;na;4;138;715;408,859;2008,952;105,397;38,124;23,879;45,651;39,699;394;2020;40,914;25,958;16,0875;2,262920744;;;;
1;na;4;139;134;1204,709;2002,433;42,042;15,25;11,188;14,028;15,811;1197;2004;18,435;11;3,015;0,97964499;;;;
1;na;4;140;61;723,68;2019,877;27,556;9,255;8,392;13,261;10;720;2023;36,87;8;1,3725;0,660969227;;;;
1;na;4;141;92;1314,848;2028,185;34,627;11,042;10,608;19,092;12,083;1309;2030;24,444;11;2,07;0,811727457;;;;
1;na;5;1;212;654,495;22,047;52,527;17,435;15,482;155,209;18,385;646;19;157,62;16;4,77;1,23220865;;;;
1;na;5;2;75;272,54;22,753;32,87;12,024;7,942;131,657;12,806;268;18;128,66;8,485;1,6875;0,732903768;;;;
1;na;5;3;410;1907,741;33,041;75,841;27,378;19,068;155,044;27,857;1895;28;158,962;20,127;9,225;1,713595256;;;;
1;na;5;4;83;1700,307;30,295;32,627;10,554;10,013;116,948;11,402;1699;25;105,255;10;1,8675;0,771001759;;;;
1;na;5;5;95;1143,637;37,647;34,627;11,412;10,599;152,401;12,207;1141;32;124,992;11;2,1375;0,824855976;;;;
1;na;5;6;275;1235,693;51,758;65,841;25,966;13,485;122,115;26,077;1229;40;122,471;14,608;6,1875;1,403403869;;;;
1;na;5;7;368;613,505;58,043;70,426;24,101;19,441;56,266;24,698;606;68;58,241;20,132;8,28;1,623454914;;;;
1;na;5;8;439;208,473;72,573;80,669;29,944;18,666;46,669;30,61;198;84;51,633;19,31;9,8775;1,773162683;;;;
1;na;5;9;259;480,172;84,917;58,77;19,582;16,841;135,32;20,591;475;76;119,055;17,678;5,8275;1,361965808;;;;
1;na;5;10;4083;915,41;127,399;278,007;89,46;58,111;177,29;91,444;872;125;5,648;66,379;91,8675;5,407618096;;;;
1;na;5;11;154;1558,377;111,136;45,456;15,336;12,786;134,877;16,401;1553;105;127,569;13,421;3,465;1,050211291;;;;
1;na;5;12;1964;1705,986;129,021;166,995;54,784;45,646;15,972;57,871;1677;136;9,951;46,975;44,19;3,750481818;;;;
1;na;5;13;166;825,428;127,91;46,87;16,149;13,088;145,646;17,205;819;122;144,462;13,868;3,735;1,090361144;;;;
1;na;5;14;479;619,961;154,076;82,669;29,253;20,849;156,115;30,017;607;146;150,018;21,461;10,7775;1,852183792;;;;
1;na;5;15;1204;1154,892;162,896;131,439;42,199;36,327;161,62;44,407;1134;159;172,235;37,128;27,09;2,936497032;;;;
1;na;5;16;1902;38,657;171,554;166,409;55,322;43,775;137,425;56,859;21;150;124,249;43,92;42,795;3,690809068;;;;
1;na;5;17;393;548,319;167,513;74,669;27,212;18,388;156,981;28,231;535;163;157,068;18,977;8,8425;1,677693407;;;;
1;na;5;18;253;416,864;171,053;58,527;19,856;16,223;1,976;20,616;407;175;14,036;16;5,6925;1,346097703;;;;
1;na;5;19;201;698,187;176,764;52,527;18,335;13,958;138,182;19,209;691;170;128,66;14,849;4,5225;1,199815178;;;;
1;na;5;20;256;164,312;181,23;58,77;21,293;15,308;139,252;22,023;157;173;129,472;15,556;5,76;1,354055001;;;;
1;na;5;21;117;312,389;190,132;39,456;13,648;10,915;141,555;14,422;306;187;146,31;11,314;2,6325;0,915396513;;;;
1;na;5;22;382;1060,039;212,681;72,426;25,996;18,709;133,437;27,019;1052;202;128,991;19,092;8,595;1,654047603;;;;
1;na;5;23;1159;449,924;223,689;128,225;41,997;35,138;164,135;43,658;429;220;159,905;35;26,0775;2,881098064;;;;
1;na;5;24;872;818,533;231,19;111,054;38,689;28,697;144,221;39,661;803;220;146,31;29,698;19,62;2,499047812;;;;
1;na;5;25;104;1420,442;222,49;36,627;12,185;10,867;140,018;13,038;1417;217;122,471;11;2,34;0,863044109;;;;
1;na;5;26;190;1306,979;258,663;64,669;27,146;8,911;130,871;29,206;1298;246;128,047;9,881;4,275;1,166522509;;;;
1;na;5;27;558;1821,025;262,805;87,74;30,055;23,639;124,522;31,064;1814;249;123,179;24,042;12,555;1,99909495;;;;
1;na;5;28;353;931,254;267,854;68,184;22,482;19,992;110,097;23,409;927;257;109,983;20;7,9425;1,590023984;;;;
1;na;5;29;335;1532,193;302,067;67,598;22,893;18,632;155,131;23,854;1523;295;146,976;19,681;7,5375;1,548954734;;;;
1;na;5;30;196;525,403;302,469;52,77;19,864;12,563;132,051;20,248;517;297;147,095;12,728;4,41;1,184798125;;;;
1;na;5;31;4888;175,548;340,051;269,421;92,689;67,145;61,273;94,541;160;384;66,961;68,312;109,98;5,916732315;;;;
1;na;5;32;85;447,182;302,841;33,456;11,074;9,772;144,436;11,705;446;297;109,983;10,29;1,9125;0,780235642;;;;
1;na;5;33;128;273,57;307,883;41,213;13,335;12,221;151,366;14,422;268;303;146,31;12;2,88;0,957461473;;;;
1;na;5;34;1585;844,344;342,174;150,61;52,412;38,505;147,433;54,083;820;328;146,31;40,132;35,6625;3,369232304;;;;
1;na;5;35;209;12,112;337,768;54,184;20,398;13,046;140,314;20,809;4;331;144,782;13,435;4,7025;1,223459129;;;;
1;na;5;36;315;1436,027;348,24;66,184;21,627;18,545;171,05;22,561;1425;347;167,196;19;7,0875;1,502005765;;;;
1;na;5;37;522;57,885;355,385;86,326;30,605;21,717;142,249;31,401;46;345;142,765;22,479;11,745;1,933532936;;;;
1;na;5;38;370;970,035;354,995;73,841;26,606;17,706;61,969;27,459;963;367;56,889;18,786;8,325;1,627860498;;;;
1;na;5;39;372;1678,505;363,828;72,669;25,873;18,307;129,195;26,401;1670;354;127,304;19,092;8,37;1,632254192;;;;
1;na;5;40;190;346,479;375,053;51,113;19,002;12,731;147,742;20;338;370;143,13;13,435;4,275;1,166522509;;;;
1;na;5;41;356;54,171;391,303;69,598;23,418;19,356;127,551;24,759;45;383;136,637;19,799;8,01;1,596766166;;;;
1;na;5;42;389;765,469;402,099;73,255;22,443;22,069;4,196;23,77;754;398;157,751;22,627;8,7525;1,669133691;;;;
1;na;5;43;358;1709,978;424,835;69,598;23,904;19,068;151,294;24,698;1699;419;148,241;20;8,055;1,601245182;;;;
1;na;5;44;277;612,702;477,944;62,77;21,312;16,549;157,255;22,204;603;472;144,162;17,223;6,2325;1,408497911;;;;
1;na;5;45;3998;1507,806;529,542;291,304;123,896;41,086;47,431;124,326;1463;578;50,548;42,426;89,955;5,351034088;;;;
1;na;5;46;3750;1305,268;519,881;235,865;71,479;66,798;13,849;75,664;1268;522;172,405;66,563;84,375;5,182412242;;;;
1;na;5;47;805;1981,584;507,955;105,154;35,818;28,616;162,247;37;1964;501;161,075;29;18,1125;2,401122199;;;;
1;na;5;48;1063;1008,625;510,986;125,397;43,271;31,278;7,847;43,174;987;513;13,392;31,43;23,9175;2,759198562;;;;
1;na;5;49;897;1431,849;520,775;112,225;37,263;30,65;144,98;38,419;1416;510;141,34;31,313;20,1825;2,534618172;;;;
1;na;5;50;520;72,165;542,606;84,083;29,006;22,826;154,716;30,083;58;537;158,552;23,707;11,7;1,929825295;;;;
1;na;5;51;101;1207,441;544,322;36,284;12,647;10,169;137,751;13,416;1205;538;116,565;10,607;2,2725;0,850505271;;;;
1;na;5;52;1460;1830,421;559,645;143,196;46,455;40,016;143,623;47,802;1813;544;142,651;41,012;32,85;3,233648058;;;;
1;na;5;53;2427;564,037;593,929;185,338;61,025;50,638;156,927;63,695;535;583;157,865;51,761;54,6075;4,169185425;;;;
1;na;5;54;53;726,632;594,406;25,556;9,251;7,294;8,758;9,849;722;596;23,962;7;1,1925;0,616104325;;;;
1;na;5;55;430;1057,002;644,267;78,083;27,158;20,16;146,855;28,018;1045;637;145,176;20,803;9,675;1,754892632;;;;
1;na;5;56;121;978,277;639,69;40,284;13,906;11,079;155,398;14,422;972;636;146,31;11,629;2,7225;0,930912813;;;;
1;na;5;57;2314;1788,507;672,672;188,309;66,617;44,227;73,216;68,264;1786;705;84,958;45,18;52,065;4,070970919;;;;
1;na;5;58;459;929,295;679,496;79,841;26,872;21,748;153,734;28,018;918;671;145,176;22,771;10,3275;1,813103789;;;;
1;na;5;59;350;750,686;682,446;71,255;26,607;16,748;142,507;27,203;740;674;143,973;17,678;7,875;1,583253092;;;;
1;na;5;60;470;983,63;707,583;82,083;29,245;20,462;151,714;30,232;971;699;145,784;21,471;10,575;1,834700806;;;;
1;na;5;61;385;361,238;708,884;76,912;29,641;16,538;135,081;29,833;351;698;129,56;17,507;8,6625;1,660529852;;;;
1;na;5;62;1143;586,629;716,497;129,196;45,677;31,861;142,431;46,615;570;700;144,605;32,527;25,7175;2,861142167;;;;
1;na;5;63;397;1031,51;709,22;73,841;25,017;20,206;140,214;25,807;1021;702;144,462;20,803;8,9325;1,686209672;;;;
1;na;5;64;1327;257,629;788,964;139,681;51,349;32,904;139,336;51,614;235;776;144,462;33,234;29,8575;3,08284567;;;;
1;na;5;65;299;538,48;782,256;65,355;24,028;15,844;169,007;24,739;526;779;165,964;16;6,7275;1,463362484;;;;
1;na;5;66;182;1028,242;784,126;49,456;17,239;13,442;159,308;18,028;1021;779;146,31;13,865;4,095;1,141700041;;;;
1;na;5;67;198;1018,242;842,636;53,113;19,168;13,152;130,283;20;1013;834;126,87;14,692;4,455;1,190827671;;;;
1;na;5;68;2570;1305,407;880,685;196,894;62,708;52,182;132,138;66,038;1278;865;147,995;51,29;57,825;4,290252809;;;;
1;na;5;69;4968;310,957;895,32;292,35;106,885;59,18;21,765;105,688;271;926;32,638;57,529;111,78;5,964954239;;;;
