Sample;Tilt angle to optical axis;Image;Particle number;Fläche;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;area_in_nm2;radius_in_nm;;;;
1;na;6;156;943;563,486;1742,413;148,409;60,734;19,769;125,649;62,626;547;1717;128,517;21,497;21,2175;2,598795877;;;;
1;na;6;157;1979;1318,307;1754,224;220,25;86,357;29,178;46,485;92,098;1285;1777;41,479;35,246;44,5275;3,764776681;;;;
1;na;6;158;537;1131,45;1742,118;84,669;27,314;25,032;8,169;28,16;1118;1737;163,496;25;12,0825;1,961116825;;;;
1;na;6;159;1118;394,64;1749,711;127,64;43,086;33,038;157,463;45;380;1733;143,13;33,992;25,155;2,829679343;;;;
1;na;6;160;390;464,397;1750,638;72,426;22,922;21,663;7,576;23,854;455;1758;33,024;22;8,775;1,67127773;;;;
1;na;6;161;285;1758,311;1754,17;61,941;20,094;18,059;166,515;21,19;1748;1752;160,71;18;6,4125;1,42869246;;;;
1;na;6;162;131;1598,912;1755,828;41,456;14,457;11,537;153,158;15;1594;1750;126,87;12;2,9475;0,96861674;;;;
1;na;6;163;449;248,291;1767,077;79,255;27,289;20,949;140,265;28,284;239;1757;135;21,805;10,1025;1,793244441;;;;
1;na;6;164;839;1350,302;1787,962;108,468;34,437;31,02;147,346;35,805;1338;1775;144,09;31,113;18,8775;2,451304729;;;;
1;na;6;165;607;389,722;1797,993;91,497;29,38;26,305;128,241;30,806;377;1789;144,246;26,924;13,6575;2,085022127;;;;
1;na;6;166;357;474,741;1810,887;70,184;23,981;18,954;117,671;25;467;1801;126,87;19,977;8,0325;1,599007242;;;;
1;na;6;167;905;1743,742;1823,269;122,225;43,487;26,497;96,68;45,31;1737;1802;112,036;29,118;20,3625;2,545895728;;;;
1;na;6;168;269;914,065;1816,764;59,941;21,107;16,227;157,804;21,954;904;1812;149,931;16,996;6,0525;1,388009577;;;;
1;na;6;169;211;84,396;1820,633;52,527;17,942;14,974;32,542;18,868;76;1825;32,005;15,556;4,7475;1,229299062;;;;
1;na;6;170;149;579,97;1848,527;45,698;16,397;11,57;93,661;17,263;578;1840;100,008;12;3,3525;1,033021729;;;;
1;na;6;171;320;829,909;1851,656;65,598;20,488;19,886;27,835;21,633;821;1858;33,69;20;7,2;1,513879513;;;;
1;na;6;172;305;205,772;1854,657;63,598;21,838;17,783;150,469;22,825;196;1849;151,189;18,342;6,8625;1,477972122;;;;
1;na;6;173;731;281,846;1867,768;101,397;31,731;29,332;154,748;32,894;265;1865;160,463;29,409;16,4475;2,288100053;;;;
1;na;6;174;595;1758,186;1893,72;92,326;28,329;26,742;68,88;30,083;1757;1878;105,422;28;13,3875;2,064309473;;;;
1;na;6;175;566;279,527;1926,08;97,397;39,378;18,301;151,095;39,962;262;1916;148,299;19,237;12,735;2,013374382;;;;
1;na;6;176;493;1034,259;1925,967;84,426;28,482;22,039;8,643;29,833;1020;1928;13,57;22;11,0925;1,879056256;;;;
1;na;6;177;586;1783,039;1929,742;90,669;30,891;24,153;169,563;32,28;1768;1926;163,811;24;13,185;2,048637559;;;;
1;na;6;178;338;1598,033;1946,382;69,598;24,31;17,703;89,314;25,179;1597;1934;96,843;18;7,605;1,555874894;;;;
1;na;6;179;265;556,915;1953,206;59,355;19,025;17,735;53,424;20;548;1958;36,87;18;5,9625;1,377651152;;;;
1;na;6;180;754;757,156;1965,495;105,983;38,845;24,714;116,098;40,706;748;1947;117,824;26,373;16,965;2,323817381;;;;
1;na;6;181;303;418,682;1965,074;65,355;23,905;16,138;161,669;24,352;407;1961;160,821;16,996;6,8175;1,473118342;;;;
1;na;6;182;655;1775,921;1972,216;94,569;30,932;26,961;164,79;32,016;1760;1969;165,53;27,733;14,7375;2,165892875;;;;
1;na;6;183;1150;838,985;1979,43;136,267;52,446;27,919;31,281;52,393;816;1989;23,629;30,42;25,875;2,869889946;;;;
1;na;6;184;432;198,583;1978,042;98,125;41,003;13,415;46,153;41,725;181;1993;44,029;16,079;9,72;1,758969043;;;;
1;na;6;185;812;898,613;1979,68;109,983;40,469;25,547;13,366;41,231;879;1983;14,036;26,424;18,27;2,411539264;;;;
1;na;6;186;281;618,297;1994,617;62,184;21,241;16,843;152,98;21,954;609;1989;149,931;17,445;6,3225;1,41863112;;;;
1;na;6;187;183;22,91;2006,167;49,698;16,243;14,345;117,546;17,205;18;1999;125,538;15;4,1175;1,144832283;;;;
1;na;6;188;113;1549,217;2016,571;38,87;13,314;10,807;164,949;14,142;1542;2016;171,87;11;2,5425;0,899612631;;;;
1;na;7;1;198;1203,162;28,798;51,113;16,163;15,597;107,115;17,493;1199;21;120,964;16;4,455;1,190827671;;;;
1;na;7;2;327;1146,797;33,191;67,012;24,003;17,346;34,317;24,698;1136;40;31,759;18,31;7,3575;1,530347996;;;;
1;na;7;3;516;100,766;39,607;107,782;47,739;13,762;139,045;47,424;84;24;137,564;15,805;11,61;1,922388561;;;;
1;na;7;4;483;1306,452;50,819;86,669;32,481;18,934;26,094;33,287;1293;60;32,735;19,783;10,8675;1,859901258;;;;
1;na;7;5;71;741,739;51,951;30,142;10,622;8,511;3,041;11,18;737;49;153,435;8;1,5975;0,71309189;;;;
1;na;7;6;261;1196,948;63,607;59,941;20,089;16,542;115,53;21,26;1190;56;131,186;17;5,8725;1,36721425;;;;
1;na;7;7;173;541,483;65,454;48,042;16,007;13,761;155,824;17,205;535;60;144,462;14;3,8925;1,113113306;;;;
1;na;7;8;396;1827,775;73,086;74,184;25,036;20,139;18,875;26,077;1817;79;32,471;20,616;8,91;1,684084643;;;;
1;na;7;9;66;1973,621;70,47;28,971;9,298;9,038;151,966;10,296;1969;68;150,945;9;1,485;0,687524677;;;;
1;na;7;10;138;1138,058;79,514;42,87;13,639;12,883;18,328;14,866;1133;85;42,274;13;3,105;0,99415904;;;;
1;na;7;11;1048;828,538;120,863;121,397;42,155;31,653;173,961;42,579;808;118;170,538;31;23,58;2,739661862;;;;
1;na;7;12;417;1413,891;118,296;76,426;25,712;20,65;115,987;26,627;1405;108;124,287;21,471;9,3825;1,728161598;;;;
1;na;7;13;131;1529,401;118,981;40,627;13,751;12,13;164,866;14,765;1523;115;151,699;12;2,9475;0,96861674;;;;
1;na;7;14;266;1278,03;136,406;59,355;19,639;17,245;173,084;20,396;1268;135;168,69;17;5,985;1,380248046;;;;
1;na;7;15;114;2011,219;140,825;38,627;12,627;11,495;64,897;13,601;2006;145;36,027;12;2,565;0,90358445;;;;
1;na;7;16;603;1146,243;161,731;94,912;33,691;22,788;156,56;34,482;1131;152;150,461;23,534;13,5675;2,078140847;;;;
1;na;7;17;74;754;157,068;31,314;10,733;8,778;0;11,402;750;153;142,125;8;1,665;0,728001346;;;;
1;na;7;18;146;892,596;160,842;43,456;14,02;13,259;132,267;15,264;886;157;148,392;13;3,285;1,022569301;;;;
1;na;7;19;134;1037,239;172,44;41,456;13,274;12,853;75,794;14,318;1034;166;114,775;13;3,015;0,97964499;;;;
1;na;7;20;229;1468,876;177,552;56,184;18,932;15,401;124,525;19,723;1464;169;120,466;16,104;5,1525;1,280660645;;;;
1;na;7;21;262;869,37;205,073;58,77;18,859;17,689;148,319;19,925;860;202;162,474;18;5,895;1,369830931;;;;
1;na;7;22;211;1188,438;206,808;52,527;17,595;15,269;151,858;18,385;1180;203;157,62;15,658;4,7475;1,229299062;;;;
1;na;7;23;948;672,618;219,896;115,539;40,183;30,038;144,905;40,162;653;214;161,114;30,179;21,33;2,605676471;;;;
1;na;7;24;89;188,511;216,478;35,456;13,753;8,239;44,705;14,213;183;221;39,289;8,485;2,0025;0,798383083;;;;
1;na;7;25;146;1996,685;235,308;45,456;15,566;11,942;21,058;17,088;1988;238;20,556;12;3,285;1,022569301;;;;
1;na;7;26;349;739,669;244,936;69,598;24,647;18,029;170,582;25,318;727;243;170,91;18;7,8525;1,580989684;;;;
1;na;7;27;492;804,018;248,809;84,083;30,678;20,42;48,968;32,016;795;263;51,34;21,213;11,07;1,877149552;;;;
1;na;7;28;2207;1148,456;272,825;178,267;55,995;50,184;88,19;58,31;1131;248;120,964;50,725;49,6575;3,975735551;;;;
1;na;7;29;355;1806,1;294,877;70,426;24,303;18,599;121,813;25;1799;285;126,87;19,237;7,9875;1,59452194;;;;
1;na;7;30;512;555,17;307,924;85,154;27,547;23,665;26,393;28,636;541;312;12,095;24,749;11,52;1,914922946;;;;
1;na;7;31;225;1742,478;302,891;55,941;19,009;15,07;145,237;19,849;1736;295;130,914;15,658;5,0625;1,269426563;;;;
1;na;7;32;460;1673,05;309,078;81,255;28,812;20,328;162,799;29,411;1659;305;162,181;21,102;10,35;1,815077773;;;;
1;na;7;33;2299;1756,747;345,178;181,581;57,868;50,583;45,449;60,745;1741;372;57,095;50,957;51,7275;4,057754876;;;;
1;na;7;34;265;1987,262;354,202;60,527;19,053;17,709;87,996;20,248;1982;363;57,095;18;5,9625;1,377651152;;;;
1;na;7;35;298;1363,51;358,369;63,941;21,176;17,918;160,506;22,204;1355;352;144,162;18;6,705;1,46091334;;;;
1;na;7;36;1088;1315,443;369,036;125,64;43,325;31,974;13,6;43,932;1293;373;11,821;32,279;24,48;2,791455895;;;;
1;na;7;37;117;1961,679;362,603;43,941;18,384;8,103;143,825;18,868;1954;358;147,995;9,192;2,6325;0,915396513;;;;
1;na;7;38;108;263,843;362,611;37,213;12,53;10,974;145,788;13,601;260;357;126,027;11;2,43;0,879484521;;;;
1;na;7;39;86;372,36;368,674;33,456;11,17;9,803;133,158;12,083;367;366;155,556;10,547;1,935;0,784811844;;;;
1;na;7;40;237;1872,977;373,158;56,527;19,121;15,781;156,012;20,248;1863;371;159,775;16;5,3325;1,302838236;;;;
1;na;7;41;233;43,826;377,148;69,355;26,597;11,154;8,897;26,926;31;383;15,068;12,406;5,2425;1,291797034;;;;
1;na;7;42;53;216,858;377,821;25,556;8,437;7,998;148,004;9,434;213;375;147,995;8;1,1925;0,616104325;;;;
1;na;7;43;144;24,472;395,972;45,456;14,647;12,518;98,005;16,553;23;388;115,017;13;3,24;1,01554125;;;;
1;na;7;44;6095;1702,21;435,809;323,463;119,123;65,146;48,65;123,24;1662;485;48,289;71,981;137,1375;6,606982822;;;;
1;na;7;45;418;1911,187;399,457;75,598;25,823;20,61;19,541;26,926;1899;405;21,801;21;9,405;1,730232493;;;;
1;na;7;46;438;1130,445;405,502;80,083;28,344;19,675;137,731;29,206;1119;395;141,953;21,03;9,855;1,771141984;;;;
1;na;7;47;77;849,981;418,253;31,213;10,008;9,796;158,138;10,817;848;413;123,69;10;1,7325;0,742611526;;;;
1;na;7;48;55;1222,827;420,391;26,385;9,081;7,711;64,769;9,849;1221;425;66,038;8;1,2375;0,62762129;;;;
1;na;7;49;843;1554,653;440,639;115,782;36,963;29,038;119,716;38,949;1544;423;119,197;30,968;18,9675;2,457141178;;;;
1;na;7;50;68;1323,574;444,882;29,556;9,442;9,169;70,788;10,817;1321;440;123,69;9;1,53;0,697863974;;;;
1;na;7;51;510;671,116;471,69;84,083;26,335;24,657;142,802;28,018;659;464;145,176;25,456;11,475;1,911179202;;;;
1;na;7;52;95;1264,226;475,247;35,213;11,31;10,695;42,553;12,207;1260;480;34,992;11;2,1375;0,824855976;;;;
1;na;7;53;114;219,482;481,132;42,042;16,368;8,868;35,384;17,804;212;487;38,157;9,899;2,565;0,90358445;;;;
1;na;7;54;351;1471,922;520,141;70,184;23,507;19,012;25,861;25,08;1460;524;23,499;20;7,8975;1,585513269;;;;
1;na;7;55;797;1832,268;525,063;140,368;55,197;18,385;165,147;54,406;1809;518;162,897;24,796;17,9325;2,389161366;;;;
1;na;7;56;83;903,211;524,042;32,385;10,402;10,159;48,883;11,402;899;528;37,875;10;1,8675;0,771001759;;;;
1;na;7;57;386;626,64;534,655;71,841;24,712;19,888;51,091;25,554;620;546;59,421;20,506;8,685;1,662684986;;;;
1;na;7;58;275;1046,893;540,809;60,77;20,368;17,191;157,044;21,095;1038;535;148,57;17,891;6,1875;1,403403869;;;;
1;na;7;59;50;1462,02;541,6;26,971;10,576;6,02;108,227;11,18;1459;537;116,565;6,792;1,125;0,598413421;;;;
1;na;7;60;320;984,175;552,153;67,012;22,217;18,339;25,792;23,022;974;558;34,38;19,232;7,2;1,513879513;;;;
1;na;7;61;395;1086,751;566,482;76,083;27,804;18,088;144,78;28,302;1074;559;147,995;19,705;8,8875;1,68195693;;;;
1;na;7;62;253;1178,777;566,081;58,184;18,639;17,283;173,865;19,416;1169;564;168,111;17,707;5,6925;1,346097703;;;;
1;na;7;63;238;1159,105;584,723;56,527;19,122;15,848;164,546;19,925;1150;581;162,474;16;5,355;1,305583946;;;;
1;na;7;64;807;557,608;629,438;107,054;36,141;28,431;45,815;36,797;544;642;42,797;28,991;18,1575;2,404103109;;;;
1;na;7;65;1029;1920,603;639,483;125,439;44,074;29,726;56,133;44,777;1914;660;60,573;31,82;23,1525;2,714713547;;;;
1;na;7;66;1259;353,448;648,08;131,882;44,729;35,838;16,479;45,695;331;656;23,199;36;28,3275;3,002819225;;;;
1;na;7;67;275;54,94;643,289;67,598;26,983;12,976;55,35;27,803;45;654;52,306;14,152;6,1875;1,403403869;;;;
1;na;7;68;287;512,991;640,497;61,941;21,441;17,043;173,516;22,136;502;638;161,565;17;6,4575;1,433696652;;;;
1;na;7;69;240;1287,917;644,258;57,113;20,468;14,93;4,989;21,19;1278;648;19,29;15;5,4;1,311058117;;;;
1;na;7;70;468;990,716;672,141;81,497;28,452;20,943;39,246;29,069;979;681;40,815;21,498;10,53;1,830793025;;;;
1;na;7;71;540;901,656;698,746;86,669;30,13;22,82;31,025;31,064;889;707;33,179;23,707;12,15;1,966587175;;;;
1;na;7;72;368;1098,823;710,049;71,255;22,992;20,379;135,8;23,77;1094;699;112,249;21,213;8,28;1,623454914;;;;
1;na;7;73;143;1514,227;722,619;43,456;13,953;13,049;13,636;14,866;1509;728;42,274;13;3,2175;1,012008922;;;;
1;na;7;74;999;333,226;778,8;118,711;41,28;30,813;11,067;42,953;312;783;12,095;32;22,4775;2,674847746;;;;
1;na;7;75;98;883,439;770,531;38,627;14,241;8,762;75,933;15,524;882;778;75,069;9;2,205;0,837778789;;;;
1;na;7;76;1984;777,16;797,414;170,267;57,944;43,596;148,23;59,641;755;778;145,244;44,899;44,64;3,769529589;;;;
1;na;7;77;112;137,071;782,759;38,627;12,692;11,236;113,222;13,892;133;777;120,256;12;2,52;0,895623198;;;;
1;na;7;78;1934;447,897;828,641;164,953;56,01;43,965;106,842;57,009;439;801;111,615;44;43,515;3,721727381;;;;
1;na;7;79;614;1949,852;830,625;105,64;36,486;21,426;30,449;39,408;1933;844;35,707;24,988;13,815;2,097010033;;;;
1;na;7;80;2907;720,131;863,211;214,652;78,891;46,917;62,758;78,6;698;895;53,276;46,679;65,4075;4,562877807;;;;
1;na;7;81;292;151,788;846,863;62,77;21,887;16,986;159,693;22,472;142;841;147,724;17,894;6,57;1,446131374;;;;
1;na;7;82;2246;1201,267;883,963;179,924;60,906;46,953;76,559;62,362;1192;915;74,181;49;50,535;4,010709426;;;;
1;na;7;83;1273;87,901;877,876;134,61;43,38;37,363;170,223;44,911;65;875;168,44;37,991;28,6425;3,019468648;;;;
1;na;7;84;335;1926,76;871,097;69,598;21,167;20,151;85,031;23,409;1922;881;70,017;20,578;7,5375;1,548954734;;;;
1;na;7;85;448;1041,328;898,737;78,184;26,461;21,557;21,933;27,785;1030;907;30,256;22;10,08;1,791246396;;;;
1;na;7;86;1401;234,599;930,84;158,652;62,919;28,351;141,05;61,074;212;909;129,685;31,033;31,5225;3,167636877;;;;
1;na;7;87;134;503,933;925,425;41,799;13,897;12,277;111,156;15;500;919;126,87;12;3,015;0,97964499;;;;
1;na;7;88;3954;1463,746;960,57;239,581;78,258;64,33;124,137;83,241;1430;936;141,34;63,555;88,965;5,321507214;;;;
1;na;7;89;158;381,43;944,544;44,87;15,307;13,143;14,762;16,155;374;948;21,801;13;3,555;1,063762965;;;;
1;na;7;90;104;613,558;955,212;36,627;11,871;11,154;120,782;13,038;608;952;147,529;11;2,34;0,863044109;;;;
1;na;7;91;131;8,187;972,271;42,042;14,236;11,716;20,17;14,866;1;975;19,654;12;2,9475;0,96861674;;;;
1;na;7;92;193;448,801;980,609;51,698;17,79;13,813;48,95;19,105;442;987;42,879;14,763;4,3425;1,175695828;;;;
1;na;7;93;1133;932,405;1004,358;127,196;42,652;33,822;164,3;44,721;911;1001;169,695;34,963;25,4925;2,848598739;;;;
1;na;7;94;196;881,883;995,311;51,355;17,11;14,586;129,344;18,358;878;987;119,358;14,849;4,41;1,184798125;;;;
1;na;7;95;295;1950,212;1017,503;70,083;29,078;12,917;141,715;29,411;1938;1009;144,689;14,005;6,6375;1,453541148;;;;
1;na;7;96;52;478,5;1023;25,314;8,682;7,626;90;9,434;476;1019;122,005;7;1,17;0,610264342;;;;
1;na;7;97;1305;1747,548;1059,24;145,539;49,262;33,73;80,81;53,759;1740;1082;71,565;34,775;29,3625;3,057184004;;;;
1;na;7;98;1831;990,785;1066,538;162,853;53,939;43,221;96,724;55,362;985;1038;110,072;45;41,1975;3,621266565;;;;
1;na;7;99;217;1087,177;1045,832;54,284;18,092;15,272;151,641;19,209;1080;1039;141,34;16;4,8825;1,246654731;;;;
1;na;7;100;4171;1929,57;1096,734;251,179;81,038;65,534;37,736;83,259;1913;1132;65,898;67,848;93,8475;5,465582041;;;;
1;na;7;101;269;932,147;1088,809;60,527;21,531;15,907;2,541;21,84;922;1085;164,055;16;6,0525;1,388009577;;;;
1;na;7;102;321;411,014;1095,668;66,184;22,257;18,363;9,767;23,087;400;1099;17,65;19;7,2225;1,516243105;;;;
1;na;7;103;228;926,715;1131,917;55,941;19,584;14,823;139,469;20,616;920;1124;129,094;15,556;5,13;1,277861384;;;;
1;na;7;104;337;362,212;1144,171;68,77;24,434;17,561;134,35;25,612;355;1134;128,66;18,587;7,5825;1,553571599;;;;
1;na;7;105;267;1046,908;1151,507;59,941;19,975;17,019;162,99;20,809;1038;1146;144,782;17;6,0075;1,382840064;;;;
1;na;7;106;2180;1498,786;1166,912;184,267;63,442;43,751;24,421;67,742;1471;1186;31,109;47,512;49,05;3,951341534;;;;
1;na;7;107;104;807,385;1150,481;35,799;11,834;11,189;35,829;13,038;802;1154;32,471;11;2,34;0,863044109;;;;
1;na;7;108;355;623,007;1155,877;68,77;23,486;19,245;148,863;24,413;613;1149;145,008;20;7,9875;1,59452194;;;;
1;na;7;109;73;558,938;1190,527;30,971;10,146;9,161;20,588;10,817;554;1193;33,69;9;1,6425;0,723065687;;;;
1;na;7;110;1158;1585,165;1212,864;133,196;48,152;30,62;142,979;49,649;1566;1197;145,67;32,456;26,055;2,879854872;;;;
1;na;7;111;529;696,753;1206,721;90,225;35,17;19,151;35,997;34,409;683;1217;35,538;19,201;11,9025;1,946454063;;;;
1;na;7;112;909;1853,969;1233,841;115,882;40,318;28,706;139,377;41,11;1842;1218;131,055;30,185;20,4525;2,551515814;;;;
1;na;7;113;300;864,113;1231,603;63,355;20,563;18,576;15,583;21,633;855;1238;33,69;19;6,75;1,465807536;;;;
1;na;7;114;3423;1605,681;1267,445;265,664;82,013;53,142;10,193;85,703;1567;1281;11,441;57,587;77,0175;4,951306056;;;;
1;na;7;115;452;1378,04;1272,909;91,397;27,314;21,07;168,569;32,016;1365;1274;178,21;23,184;10,17;1,799225262;;;;
1;na;7;116;544;1212,748;1281,857;88,669;28,355;24,428;28,364;31,064;1199;1289;33,179;26;12,24;1,973857393;;;;
1;na;7;117;2984;514,202;1319,619;232,25;85,672;44,348;134,572;88,865;486;1280;129,063;49,497;67,14;4,622913125;;;;
1;na;7;118;731;754,753;1292,986;102,225;35,096;26,519;15,564;37,108;737;1299;14,036;28;16,4475;2,288100053;;;;
1;na;7;119;532;966,365;1320,442;86,912;32,085;21,112;49,3;32,802;956;1333;52,431;21,92;11,97;1,951965506;;;;
1;na;7;120;678;1770,928;1321,99;97,154;29,949;28,824;5,59;31,623;1755;1318;161,565;29,396;15,255;2,203591912;;;;
1;na;7;121;767;50,935;1336,111;107,74;38,612;25,292;131,134;41,773;36;1321;132,089;26,87;17,2575;2,343764677;;;;
1;na;7;122;265;168,964;1335,304;59,113;20,278;16,639;90,927;20,881;167;1325;106,699;16;5,9625;1,377651152;;;;
1;na;7;123;601;703,305;1361,249;91,154;30,683;24,94;48,293;31,623;694;1375;55,305;25,456;13,5225;2,074691648;;;;
1;na;7;124;368;757,332;1374,557;71,012;24,251;19,321;9,234;25,298;745;1378;18,435;20;8,28;1,623454914;;;;
1;na;7;125;1597;585,085;1392,167;194,836;64,796;31,381;150,231;71,505;553;1369;137,834;38,849;35,9325;3,381962446;;;;
1;na;7;126;194;386,964;1411,16;50,284;16,129;15,315;71,946;17,205;382;1418;54,462;15;4,365;1,178737737;;;;
1;na;7;127;463;1456,448;1420,435;80,669;28,621;20,597;117,889;29,155;1450;1407;112,166;21,027;10,4175;1,820986886;;;;
1;na;7;128;329;422,834;1436,998;65,355;21,183;19,775;44,977;22,204;414;1444;35,838;20;7,4025;1,535020825;;;;
1;na;7;129;237;241,665;1447,715;56,527;19,448;15,516;146,753;21,095;232;1444;148,57;16,263;5,3325;1,302838236;;;;
1;na;7;130;223;774,567;1453,984;55,113;17,686;16,054;160,889;18,868;767;1448;147,995;16;5,0175;1,263772074;;;;
1;na;7;131;507;1101,273;1464,18;83,255;28,585;22,583;137,364;29,833;1090;1454;140,44;23,335;11,4075;1,905549796;;;;
1;na;7;132;3314;249,801;1502,203;256,149;70,942;59,479;87,64;84,528;250;1464;100,911;67,492;74,565;4,871835041;;;;
1;na;7;133;1830;811,365;1513,36;162,752;50,138;46,472;125,638;53,488;803;1486;110,807;47,354;41,175;3,620277553;;;;
1;na;7;134;669;631,603;1509,956;95,983;29,856;28,53;96,68;32,016;625;1525;75,53;28,991;15,0525;2,188917441;;;;
1;na;7;135;344;1921,733;1514,578;68,184;22,629;19,356;157,153;23,601;1913;1507;143,616;20;7,74;1,569623687;;;;
1;na;7;136;370;173,886;1522,268;71,255;24,958;18,876;28,297;26,401;161;1527;24,624;19,686;8,325;1,627860498;;;;
1;na;7;137;77;1258,019;1548,474;31,556;10,474;9,36;18,853;11,402;1253;1551;37,875;9;1,7325;0,742611526;;;;
1;na;7;138;226;1756,996;1567,504;55,941;18,886;15,237;40,872;20;1749;1574;36,87;16,263;5,085;1,272244383;;;;
1;na;7;139;126;2035,556;1581,754;41,799;13,79;11,634;103,038;14,866;2031;1576;132,274;11,97;2,835;0,949951855;;;;
1;na;7;140;316;1881,275;1601,329;64,77;21,159;19,015;139,544;22,472;1872;1596;147,724;19,683;7,11;1,504388012;;;;
1;na;7;141;257;548,539;1617,064;60,527;22,167;14,761;23,256;22,825;538;1622;28,811;15,655;5,7825;1,356697062;;;;
1;na;7;142;1808;898,032;1641,921;160,409;49,909;46,124;127,955;51,971;874;1636;168,906;46,61;40,68;3,598450523;;;;
1;na;7;143;172;928,663;1667,424;47,698;16,116;13,589;44,809;17,205;922;1673;35,538;14,142;3,87;1,109891553;;;;
1;na;7;144;58;30,224;1691,724;32,627;13,44;5,495;42,371;14,213;24;1695;39,289;6,955;1,305;0,644510979;;;;
1;na;7;145;256;235,738;1711,195;58,77;18,403;17,711;51,297;19,416;230;1719;55,491;18;5,76;1,354055001;;;;
1;na;7;146;370;557,53;1734,63;72,77;26,017;18,107;14,158;26,571;545;1738;19,799;18,615;8,325;1,627860498;;;;
1;na;7;147;193;1698,008;1752,256;51,941;17,722;13,866;55,341;18,439;1691;1758;40,601;14,314;4,3425;1,175695828;;;;
1;na;7;148;141;1223,365;1753,968;44,971;15,883;11,303;179,903;16,155;1216;1757;21,801;11;3,1725;1,004907018;;;;
1;na;7;149;423;577,774;1767,19;77,255;26,17;20,58;123,911;27,019;569;1757;128,991;21,081;9,5175;1,740550011;;;;
1;na;7;150;2743;449,48;1787,715;202,066;70,42;49,595;45,366;73,007;430;1818;53,915;52,25;61,7175;4,432300802;;;;
1;na;7;151;213;1528,068;1767,336;54,284;19,577;13,853;153,159;20,616;1520;1761;140,906;14,549;4,7925;1,235111383;;;;
1;na;7;152;1318;114,187;1795,951;134,711;43,875;38,248;122,802;45;101;1778;126,87;39;29,655;3,072373622;;;;
1;na;7;153;629;944,994;1792,952;119,338;51,531;15,542;136,439;50,804;925;1780;143,807;18,385;14,1525;2,122470415;;;;
1;na;7;154;4665;1874,675;1890,268;277,179;96,357;61,642;110,007;98,372;1858;1840;107,146;60,426;104,9625;5,780190432;;;;
1;na;7;155;451;1508,052;1856,857;92,569;29,856;19,233;131,992;34,828;1497;1841;129,174;22,499;10,1475;1,797233866;;;;
1;na;7;156;693;842,767;1906,998;97,154;32,057;27,524;16,995;33,242;827;1912;15,709;28;15,5925;2,227834577;;;;
1;na;7;157;391;1037,845;1912,431;72,426;22,887;21,752;116,099;23,854;1032;1902;123,024;22;8,7975;1,673419022;;;;
1;na;7;158;406;950,879;1926,089;77,012;28,265;18,289;5,586;28,636;937;1930;12,095;18,954;9,135;1,705215766;;;;
1;na;7;159;144;1970,521;1946,75;45,941;17,069;10,742;151,819;17,464;1962;1945;166,759;11,629;3,24;1,01554125;;;;
1;na;7;160;359;1505,74;1993,191;68,77;22,059;20,721;89,138;23,087;1501;2004;72,35;20;8,0775;1,603479999;;;;
1;na;7;161;121;742,913;2015,178;50,77;21,915;7,03;137,055;22,672;735;2008;138,576;8,485;2,7225;0,930912813;;;;
1;na;8;1;445;1400,493;24,188;79,497;28,687;19,751;129,036;29,411;1392;12;125,311;20,506;10,0125;1,785238845;;;;
1;na;8;2;264;1328,386;36,383;59,941;21,279;15,797;146,024;22,472;1319;30;147,724;16,636;5,94;1,375049353;;;;
1;na;8;3;160;1935,644;36,131;55,355;20,064;10,153;39,729;22,672;1927;45;41,424;11,835;3,6;1,07047447;;;;
1;na;8;4;315;663,538;42,176;64,77;22,095;18,152;128,221;23,324;658;32;120,964;19,092;7,0875;1,502005765;;;;
1;na;8;5;749;1515,811;52,046;124,752;55,225;17,269;42,661;54,037;1495;68;38,991;17,678;16,8525;2,3160996;;;;
1;na;8;6;76;1002,684;42,816;32,385;11,948;8,099;25,841;12,53;997;46;28,61;8,947;1,71;0,737773614;;;;
1;na;8;7;3016;1068,657;86,365;259,179;89,871;42,729;115,388;90,139;1037;59;130,05;48,859;67,86;4,647634762;;;;
1;na;8;8;212;777,042;56,179;56,184;20,294;13,301;32,22;20,881;767;60;16,699;14,314;4,77;1,23220865;;;;
1;na;8;9;147;1908,344;64,071;46,284;17,363;10,78;53,78;18,439;1901;70;40,601;11,493;3,3075;1,026065275;;;;
1;na;8;10;960;475,404;91,62;116,711;37,665;32,452;143,649;39,357;469;73;117,216;32,656;21,6;2,622116233;;;;
1;na;8;11;878;1488,538;101,694;119,439;45,913;24,348;139,94;46,53;1469;90;151,783;25,061;19,755;2,507630715;;;;
1;na;8;12;462;189,115;106,801;82,669;29,937;19,649;156,98;31,016;175;102;159,228;20,576;10,395;1,819019315;;;;
1;na;8;13;470;718,579;111,664;91,255;28,974;20,654;36,353;34,713;702;124;41,496;23,504;10,575;1,834700806;;;;
1;na;8;14;560;681,627;126,957;93,397;30,281;23,547;0,73;34,234;667;124;173,29;25;12,6;2,002674353;;;;
1;na;8;15;273;1533,965;131,214;60,77;20,322;17,104;162,719;21,19;1524;127;160,71;17,891;6,1425;1,39829127;;;;
1;na;8;16;523;240,953;150,714;84,912;30,554;21,794;126,285;31,385;233;137;120,651;22,5;11,7675;1,935384093;;;;
1;na;8;17;765;489,309;190,129;103,983;36,138;26,953;42,277;37,202;479;206;53,746;27,5;17,2125;2,340706927;;;;
