Sample;Tilt angle to optical axis ;Image;Particle number;Area;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;Area [nm2];Radius [nm]
2;na;10;8;2019;943,937;648,818;205,966;69,635;36,916;169,347;80,957;904;627;162,013;41,662;45,4275;3,802633608
2;na;10;9;818;296,265;823,082;106,225;34,951;29,799;120,204;36,249;288;807;114,444;30,794;18,405;2,420432493
2;na;10;10;5083;589,699;915,399;281,522;98,779;65,519;71,38;95,776;556;949;49,658;63,201;114,3675;6,03359809
2;na;10;11;2555;1940,226;1024,639;221,078;84,486;38,505;38,201;86,608;1900;1042;31,304;39,781;57,4875;4,277714294
2;na;10;12;860;1430,266;1044,605;108,468;36,461;30,031;169,989;38,079;1412;1040;166,329;31;19,35;2,48179296
2;na;10;13;823;259,364;1168,677;108,811;36,757;28,508;135,441;38,275;244;1159;146,725;29,979;18,5175;2,427818634
2;na;10;14;4673;382,842;1263,005;262,35;84,537;70,382;142,65;89,308;361;1224;124,046;70,775;105,1425;5,785144528
2;na;10;15;986;158,884;1260,578;122,125;41,704;30,103;179,339;44,721;137;1258;169,695;32;22,185;2,657386841
2;na;10;16;2377;1696,838;1380,919;198,836;78,811;38,402;46,959;77,666;1674;1412;55,491;38,06;53,4825;4,126016055
2;na;10;17;3628;1850,674;1434,676;284,534;79,173;58,345;42,991;95,901;1822;1479;39,5;64,606;81,63;5,09741464
2;na;10;18;2305;638,227;1724,597;181,581;63,158;46,468;118,891;64,07;618;1699;124,186;47,855;51,8625;4,063046452
2;na;10;19;1648;1525,45;1789,928;186,35;79,126;26,518;45,016;78,102;1501;1817;50,194;27,577;37,08;3,435539343
2;na;10;20;975;1448,235;1836,705;140,61;38,385;32,341;76,938;44,045;1431;1825;129,472;37,018;21,9375;2,642522115
2;na;10;21;3497;1410,277;1879,049;266,392;76,218;58,418;140,577;87,92;1381;1844;146,129;63,716;78,6825;5,004539701
2;na;10;22;3143;232,821;1915,692;220,936;74,638;53,616;28,822;74,027;216;1949;51,582;52,788;70,7175;4,744478831
2;na;10;23;632;1114,449;1917,834;99,054;37,52;21,447;130,918;37,643;1100;1905;129,611;21,818;14,22;2,12752593
2;na;10;24;4423;907,972;1995,186;250,936;81,625;68,993;158,463;81,884;868;1988;171,573;69,633;99,5175;5,628268304
2;na;11;1;900;790,362;266,546;114,368;41,057;27,91;146,943;41,231;772;258;157,166;27,8;20,25;2,538853126
2;na;11;2;2275;909,397;551,602;182,409;64,178;45,134;38,495;66,611;881;569;35,838;45,962;51,1875;4,036519206
2;na;11;3;647;719,973;614,492;95,983;32,905;25,035;147,807;34,132;705;605;148,173;26,163;14,5575;2,152625413
2;na;11;4;3500;298,669;746,389;234,066;81,128;54,93;58,609;87,664;274;781;57,579;59,079;78,75;5,006685884
2;na;11;5;1966;1721,796;752,048;168,368;58,231;42,988;117,228;59,816;1704;728;128,211;43,01;44,235;3,752390946
2;na;11;6;3669;106,58;778,146;230,066;75,455;61,911;110,331;77,698;85;745;121,849;62,039;82,5525;5,126136643
2;na;11;7;727;34,709;839,069;106,125;41,575;22,264;42,562;41,617;17;850;35,218;22,627;16,3575;2,281831274
2;na;11;8;986;1446,66;875,32;117,397;38,838;32,324;13,766;39,115;1431;886;32,471;33;22,185;2,657386841
2;na;11;9;849;784,321;939,671;112,225;41,072;26,319;51,428;42,438;770;956;55,561;27,178;19,1025;2,465869948
2;na;11;10;1445;448,447;1258,458;145,439;46,641;39,446;8,4;50,01;423;1268;11,535;41;32,5125;3,216993966
2;na;11;11;439;384,186;1402,126;76,426;25,166;22,211;86,523;26,249;381;1415;72,255;22;9,8775;1,773162683
2;na;11;12;1670;1457,786;1559,141;152,711;52,397;40,581;83,633;52,555;1447;1583;68,806;40;37,575;3,45839471
2;na;11;13;2528;1974,314;1580,329;187,238;59,296;54,283;163,532;61,685;1946;1570;163,034;54,609;56,88;4,255051859
2;na;11;14;1939;1685,938;1613,034;165,924;52,87;46,696;14,427;53,46;1659;1615;7,524;46,688;43,6275;3,726535195
2;na;11;15;263;2008,546;1656,34;60,77;22,277;15,031;44,794;23,431;1999;1663;39,806;15,556;5,9175;1,372442622
2;na;11;16;2159;1683,933;1716,797;174,995;57,784;47,572;179,011;59,54;1655;1724;7,722;49;48,5775;3,932263788
2;na;11;17;3988;302,274;1808,48;264,149;81,657;62,183;138,085;87,641;263;1801;163,426;65,019;89,73;5,344337759
2;na;11;18;459;1155,868;1854,877;90,811;34,439;16,97;141,451;35,805;1141;1842;144,09;18,878;10,3275;1,813103789
2;na;12;1;3772;573,211;500,515;233,723;76,182;63,042;87,953;78,409;562;462;95,856;62;84,87;5,197591754
2;na;12;2;2260;1604,877;559,914;181,48;58,748;48,981;135,655;60,902;1579;545;150,489;50,075;50,85;4,023189992
2;na;12;3;3538;1113,966;1482,994;228,894;79,129;56,929;59,333;80,281;1089;1513;50,56;55,919;79,605;5,033791661
2;na;12;4;921;1893,643;1465,473;129,439;49,68;23,604;28,252;54,562;1867;1479;26,095;25,876;20,7225;2,568302283
2;na;12;5;4354;926,192;1788,257;259,279;89,54;61,913;58,21;94,048;906;1832;54,958;65,474;97,965;5,584194481
