Sample;Tilt angle to optical axis;Image;Particle number;Fläche;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;Area [nm2];Radius [nm];;;;
1;na;4;19;1111;422,616;1071,521;127,64;46,877;30,176;176,385;47,518;399;1070;171,529;30;24,9975;2,820806867;;;;
1;na;4;20;686;1925,459;1128,535;96,912;32,166;27,154;62,225;33,287;1917;1142;57,265;28;15,435;2,216554329;;;;
1;na;4;21;962;1192,155;1248,129;154,569;70,407;17,397;102,493;66,94;1184;1216;103,829;17,854;21,645;2,624846183;;;;
1;na;4;22;69;124,543;1345,92;30,971;12,081;7,272;99,406;12,649;122;1340;108,435;7;1,5525;0,702976599;;;;
1;na;4;23;371;418,726;1501,074;78,77;31,845;14,834;7,722;32,757;402;1505;12,339;15;8,3475;1,630058826;;;;
1;na;4;24;96;482,406;1500,625;36,87;13,042;9,372;115,149;13,601;480;1494;107,103;10,288;2,16;0,829185959;;;;
1;na;4;25;2539;1551,16;1558,533;224,652;86,164;37,519;23,702;85,235;1509;1576;31,079;42,011;57,1275;4,264299242;;;;
1;na;4;26;4220;1339,129;1591,422;302,25;118,762;45,242;13,559;127,738;1279;1597;9,462;47,3;94,95;5,497592536;;;;
1;na;4;27;3570;862,695;1668,368;228,894;70,221;64,731;78,932;74,626;845;1700;57,588;64,694;80,325;5,056504881;;;;
1;na;4;28;6448;437,342;1698,022;331,179;127,776;64,252;167,48;125,16;382;1669;157,944;63,457;145,08;6,795616108;;;;
1;na;4;29;341;95,218;1689,673;72,184;27,361;15,869;11,766;27,659;82;1694;12,529;16,493;7,6725;1,56276441;;;;
1;na;4;30;2429;1455,21;1792,339;188,752;59,774;51,74;158,918;61,074;1435;1768;140,315;50,286;54,6525;4,170902906;;;;
1;na;4;31;185;1028,473;1909,976;54,284;21,29;11,064;106,444;22,847;1023;1899;113,199;12;4,1625;1,151071197;;;;
1;na;4;32;4461;1838,014;1948,496;280,434;93,018;61,063;48,4;96,773;1820;1994;66,879;66,355;100,3725;5,652394099;;;;
1;na;4;33;611;1111,205;1991,659;92,083;31,787;24,474;1,885;32,249;1095;1990;172,875;24;13,7475;2,091880771;;;;
1;na;5;1;6850;1917,684;284,021;325,078;110,01;79,281;160,812;109,877;1875;248;139,059;77,646;154,125;7,004249511;;;;
1;na;5;2;7209;1938,318;486,557;343,203;127,71;71,872;28,747;125;1881;512;20,61;72,444;162,2025;7,185447746;;;;
1;na;5;3;9615;1796,332;622,508;384,659;132,805;92,181;118,491;130,981;1785;558;97,017;90,241;216,3375;8,298335074;;;;
1;na;5;4;351;1627,736;657,298;69,598;22,791;19,609;81,399;23,77;1624;668;67,751;20;7,8975;1,585513269;;;;
1;na;5;5;9131;237,665;862,216;393,421;147,963;78,573;175,978;145,911;166;877;11,464;77,583;205,4475;8,0867775;;;;
1;na;5;6;275;768,602;870,173;62,284;23,788;14,719;178,593;23,77;757;873;14,621;14;6,1875;1,403403869;;;;
1;na;5;7;2622;800,549;946,161;196,693;67,028;49,807;34,03;67,912;769;951;13,627;49,411;58,995;4,333438789;;;;
1;na;5;8;2148;1871,366;962,891;178,167;60,392;45,286;98,026;62,201;1873;932;94,611;47;48,33;3,922233649;;;;
1;na;5;9;6796;225,897;1272,145;322,475;113,113;76,498;131,658;111,508;177;1249;150,446;74,473;152,91;6,976586894;;;;
1;na;5;10;167;75,931;1309,296;48,284;16,221;13,108;84,722;16,763;74;1301;107,354;13,584;3,7575;1,093640433;;;;
1;na;5;11;608;576,512;1372,895;95,154;35,867;21,583;64,399;36,249;568;1389;65,556;22,363;13,68;2,086738901;;;;
1;na;5;12;7191;1246,864;1505,057;366,392;142,564;64,223;169,672;142,443;1182;1484;164,11;66,901;161,7975;7,176471543;;;;
1;na;5;13;2233;73,053;1511,779;180,267;61,377;46,323;80,011;61,188;66;1482;101,31;44,673;50,2425;3,999085453;;;;
1;na;5;14;268;309,463;1582,787;61,113;22,526;15,148;81,488;22,804;307;1594;74,745;15;6,03;1,385427231;;;;
1;na;5;15;422;1638,967;1591,735;79,012;29,363;18,299;11,494;30,083;1625;1597;15,422;18,919;9,495;1,738491406;;;;
1;na;5;16;4188;875,025;1654,433;248,936;76,491;69,711;99,272;82,638;861;1615;111,286;67,994;94,23;5,476708918;;;;
1;na;5;17;420;1071,571;1655,531;84,184;34,931;15,309;10,678;34,205;1055;1660;15,255;15,289;9,45;1,734366866;;;;
1;na;5;18;3070;276,411;1690,449;212,167;72,849;53,657;81,874;72,78;268;1727;77,3;54;69,075;4,689056983;;;;
1;na;5;19;216;1567,829;1828,444;59,941;22,784;12,071;31,373;24,083;1560;1837;41,634;12,821;4,86;1,243778938;;;;
1;na;5;20;4727;1555,947;1941,399;271,362;94,039;64,001;105,393;98,25;1555;1892;94,086;63,493;106,3575;5,818474346;;;;
1;na;5;21;1995;1192,093;1943,51;179,095;58,192;43,65;96,029;59,54;1178;1915;119,148;44,728;44,8875;3,779964949;;;;
1;na;6;1;84;1350,405;33,536;35,213;10,989;9,732;54,827;12,806;1347;38;51,34;10;1,89;0,775632442;;;;
1;na;6;2;10605;707,764;277,789;391,463;129,508;104,262;164,396;130,43;655;238;144,36;101,756;238,6125;8,71508564;;;;
1;na;6;3;423;1627,512;366,597;75,598;24,269;22,192;54,392;25,807;1620;377;54,462;23;9,5175;1,740550011;;;;
1;na;6;4;1214;1031,66;475,753;154,225;66,429;23,269;10,6;64,288;1000;484;15,333;23,206;27,315;2,94866657;;;;
1;na;6;5;535;190,992;477,765;90,912;30,513;22,324;80,095;32,249;188;495;82,875;24;12,0375;1,957461431;;;;
1;na;6;6;14839;1277,368;555,798;521,897;208,341;90,686;32,192;198,154;1189;606;22,553;90,027;333,8775;10,30904986;;;;
1;na;6;7;19910;1863,374;750,45;645,026;170,726;148,484;112,748;199,304;1787;724;176,836;163,729;447,975;11,94130945;;;;
1;na;6;8;486;108,249;728,436;90,77;37,656;16,433;100,411;37,643;103;710;106,991;17;10,935;1,865668407;;;;
1;na;6;9;4016;1693,961;798,908;244,551;82,696;61,833;170,45;83,433;1653;809;13,87;60,669;90,36;5,36306641;;;;
1;na;6;10;6608;1182,753;966,441;333,446;126,641;66,436;31,007;124,04;1123;986;16,39;65,635;148,68;6,879412321;;;;
1;na;6;11;372;55,874;1213,258;79,497;27,789;17,044;16,036;30,083;42;1221;21,448;18,789;8,37;1,632254192;;;;
1;na;6;12;1558;94,001;1279,036;149,196;50,56;39,234;117,258;51,478;80;1256;114,075;38,926;35,055;3,340412109;;;;
1;na;6;13;9321;583,115;1340,164;410,191;159,903;74,219;80,39;151,648;579;1415;84,703;76,884;209,7225;8,170480102;;;;
1;na;6;14;143;1108,668;1381,227;43,456;15,589;11,68;3,975;16,155;1101;1384;21,801;12;3,2175;1,012008922;;;;
1;na;6;15;11183;146,329;1536,724;457,505;180,388;78,933;164,01;172,409;59;1524;163,142;77,246;251,6175;8,949432261;;;;
1;na;6;16;1514;1430,392;1553,801;145,64;48,16;40,026;78,049;48,877;1419;1575;59,237;39;34,065;3,292905445;;;;
1;na;6;17;1395;940,871;1560,426;142,953;49,172;36,121;69,113;48,415;926;1579;51,71;35,941;31,3875;3,160846651;;;;
1;na;6;18;124;215,315;1673,726;45,456;18,529;8,521;14,013;18,974;207;1677;18,435;9,473;2,79;0,942382397;;;;
1;na;6;19;299;59,62;1807,707;69,355;27,403;13,893;7,23;27,459;46;1811;10,491;14,384;6,7275;1,463362484;;;;
1;na;6;20;270;1562,841;1867,307;60,184;21,001;16,369;10,459;21,84;1552;1869;15,945;16,875;6,075;1,390587127;;;;
1;na;7;1;3510;1871,676;49,921;227,765;77,248;57,854;39,81;76,557;1860;86;66,114;58,375;78,975;5,01383319;;;;
1;na;7;2;536;301,405;35,856;88,669;32,922;20,729;4,299;33,377;285;38;8,616;21;12,06;1,95928998;;;;
1;na;7;3;1763;141,311;207,645;157,439;51,895;43,255;82,792;52,773;139;181;99,819;42,519;39,6675;3,553386752;;;;
1;na;7;4;1448;632,411;211,278;143,296;46,929;39,286;102,408;48,332;623;188;114,444;39,315;32,58;3,220331674;;;;
1;na;7;5;447;765,355;524,871;77,598;26,34;21,607;0,187;26,926;752;521;164,932;21;10,0575;1,789246121;;;;
1;na;7;6;497;1258,031;1035,637;83,598;30,153;20,986;7,813;30,676;1243;1040;19,026;21;11,1825;1,886663802;;;;
1;na;7;7;10177;1791,338;1198,987;469,99;163,959;79,03;175,302;162,788;1714;1204;10,62;83,007;228,9825;8,537411406;;;;
1;na;7;8;1871;297,216;1184,443;166,024;51,912;45,89;135,526;56,436;282;1160;119,745;44,757;42,0975;3,660607932;;;;
1;na;7;9;254;1281,748;1196,154;60,527;22,559;14,336;101,962;23,087;1279;1185;107,65;14,796;5,715;1,348755352;;;;
1;na;7;10;303;1890,873;1253,163;71,698;28,203;13,679;89,465;28,443;1890;1268;79,875;14;6,8175;1,473118342;;;;
1;na;7;11;153;1927,82;1252,167;45,113;15,896;12,255;42,694;16,643;1921;1257;32,735;12,728;3,4425;1,046795961;;;;
1;na;7;12;3371;674,024;1353,66;233,765;77,908;55,092;65,985;81,271;667;1393;71,342;58,534;75,8475;4,913553611;;;;
1;na;7;13;12204;1142,512;1462,995;441,085;157,645;98,567;29,643;156,311;1064;1472;11,813;98,475;274,59;9,349048703;;;;
1;na;7;14;4110;1352,274;1442,746;248,309;87,742;59,641;171,083;86,209;1309;1449;3,991;58,255;92,475;5,425468342;;;;
1;na;7;15;720;1589,979;1436,638;99,497;32,061;28,594;87,31;33,121;1582;1422;118,887;28;16,2;2,27081927;;;;
1;na;7;16;111;208,158;1513,662;46,87;18,625;7,588;92,06;19,416;206;1505;101,889;9;2,4975;0,891615915;;;;
1;na;7;17;368;1664,31;1541,416;73,598;27,875;16,809;99,864;28,46;1660;1528;108,435;17,26;8,28;1,623454914;;;;
1;na;7;18;475;891,033;1779,713;88,083;34,119;17,726;31,612;34,409;878;1791;35,538;18,014;10,6875;1,844434035;;;;
1;na;8;1;13014;1539,977;83,091;480,86;154,652;107,143;171,573;159,778;1471;43;151,189;108,864;292,815;9,654320759;;;;
1;na;8;2;13364;281,526;144,568;457,671;161,986;105,044;26,841;161,075;202;160;12,915;104,657;300,69;9,783281641;;;;
1;na;8;3;4895;492,959;126,392;269,622;96,853;64,35;169,008;96,462;446;113;160,626;63,146;110,1375;5,920967412;;;;
1;na;8;4;1107;732,107;122,6;124,811;41,228;34,188;91,664;42,059;722;104;118,393;34;24,9075;2,815724328;;;;
1;na;8;5;999;807,844;225,06;128,711;48,437;26,26;108,737;52,202;798;202;106,699;28,049;22,4775;2,674847746;;;;
1;na;8;6;568;1551,535;369,738;94,083;34,393;21,028;10,548;35,171;1535;375;14,826;21,479;12,78;2,016928443;;;;
1;na;8;7;324;38,148;452,225;76,426;27,611;14,941;2,171;29,833;22;455;13,57;16;7,29;1,523311876;;;;
1;na;8;8;393;328,09;664,197;81,941;32,574;15,361;92,223;32,558;325;648;100,62;16;8,8425;1,677693407;;;;
1;na;8;9;122;1410,721;724,352;42,284;15,717;9,884;24,99;16,553;1403;728;25,017;10,547;2,745;0,934751645;;;;
1;na;8;10;342;1648,281;769,404;72,184;26,88;16,199;7,156;27,459;1635;773;10,491;16,835;7,695;1,565054176;;;;
