MaterialState;Sample;Image;Precipitate#;area;axis_major_length;axis_minor_length;aspect_ratio;centroid-X;centroid-Y;area_in_nm2;radius_in_nm;BitSizeValue;DiskRadiusValue[pixel];OtsuThresholdValue[np];KernelValue;MaskSetValue;BG_LabelValue;Date
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;23;7774;142,6825289;93,73185548;1,522241592;1598,480448;285,2272961;174,915;7,461713861;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;24;9839;139,2862442;100,9929047;1,379168613;1616,561338;1089,191178;221,3775;8,394441424;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;25;3654;88,56815354;63,08798245;1,403883118;1629,67433;164,0730706;82,215;5,115647299;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;26;478;42,74043937;17,52588857;2,438703132;1619,675732;903,0711297;10,755;1,850249396;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;27;553;35,52135349;20,25981679;1,753290953;1640,374322;458,6437613;12,4425;1,990118278;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;28;4158;87,91649071;63,20282436;1,39102155;1722,426888;884,3540164;93,555;5,457057944;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;29;6244;149,8641196;54,02099685;2,774182787;1853,100577;588,97918;140,49;6,687253241;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;30;605;39,06045742;23,99032504;1,628175415;1842,657851;281,9140496;13,6125;2,081584331;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;31;2790;103,4624276;36,48976094;2,835382445;1935,489964;309,5989247;62,775;4,470112203;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;32;900;51,4705296;23,63892354;2,177363513;1934,807778;1055,351111;20,25;2,538853126;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle3 DF 30s Spot 3 alpha 1 deltaE 15eV;33;97;12,37806996;10,00023839;1,237777489;1925,731959;607,4639175;2,1825;0,833493447;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle4 DF 30s Spot 3 alpha 1 deltaE 15eV;1;592;79,77168197;10,84848514;7,353255402;399,1739865;631,8682432;13,32;2,059098755;4;8;Otsu;3;255;0;05.04.2023
190C-2500h;Sample2;Stelle4 DF 30s Spot 3 alpha 1 deltaE 15eV;2;438;39,16775311;15,04698892;2,603029305;399,803653;1950,680365;9,855;1,771141984;4;8;Otsu;3;255;0;05.04.2023
