MaterialState;Sample;Image;Precipitate#;area;axis_major_length;axis_minor_length;aspect_ratio;centroid-X;centroid-Y;area_in_nm2;radius_in_nm;BitSizeValue;DiskRadiusValue[pixel];OtsuThresholdValue[np];KernelValue;MaskSetValue;BG_LabelValue;Date
T61;Sample1;Stelle1 DF 30s;61;2358;67,27175488;45,54585432;1,477011594;1906,483461;1608,495335;53,055;4,109492792;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle1 DF 30s;62;228;21,19774787;15,88166722;1,334730641;1905,324561;1054,416667;5,13;1,277861384;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle1 DF 30s;63;2367;63,08812003;48,46810605;1,301641949;1961,465991;874,9155049;53,2575;4,117327867;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle1 DF 30s;64;183;19,87556336;12,00254259;1,65594608;1991,68306;1489,672131;4,1175;1,144832283;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle1 DF 30s;65;470;29,88348362;22,62096092;1,321052794;2009,246809;1499,421277;10,575;1,834700806;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;1;1726;54,82175335;42,39636606;1,293076706;192,2641947;1698,331981;38,835;3,515901652;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;2;3174;70,86662031;57,60759344;1,230161097;240,9143037;752,4143037;71,415;4,767819263;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;3;372;28,43462727;17,13083469;1,659850661;221,4327957;1179,948925;8,37;1,632254192;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;4;2764;82,81105092;47,20513838;1,75428044;302,9345152;1799,513025;62,19;4,44923497;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;5;180;15,35134237;14,98779721;1,024256076;312,9666667;301,2833333;4,05;1,135409635;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;6;1030;39,885879;33,29951239;1,197791684;348,2873786;1150,01068;23,175;2,716032329;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;7;286;21,64951352;17,21368173;1,257692216;393,2132867;643,5559441;6,435;1,431196743;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;8;127;14,11268026;11,54950219;1,221929744;456,2598425;990,7874016;2,8575;0,953714056;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;9;1902;61,38332606;41,64182907;1,474078527;533,5136698;1173,759201;42,795;3,690809068;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;10;377;24,12055408;20,02944791;1,204254565;518,0397878;1513,748011;8,4825;1,643187028;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;11;2731;68,1253513;51,66373168;1,318630093;539,3006225;1891,80996;61,4475;4,422595022;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;12;467;26,9365301;22,16057227;1,215515997;615,751606;1638,468951;10,5075;1,828836004;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;13;851;40,84027963;27,31331324;1,495251758;687,3443008;1139,740306;19,1475;2,46877268;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;14;4917;96,01129477;71,79950945;1,337213798;747,8926174;521,0126093;110,6325;5,93425804;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;15;686;32,6044714;27,9244624;1,167595312;733,0510204;381,7142857;15,435;2,216554329;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;16;451;27,59846188;21,10579964;1,307624555;778,3303769;673,1396896;10,1475;1,797233866;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;17;1875;74,94739781;34,72612575;2,158242424;816,6853333;929,9530667;42,1875;3,664518839;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;18;926;40,2081563;29,47748854;1,36402924;805,0917927;1257,62095;20,835;2,575264351;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;19;102;14,15740002;9,198741875;1,539058299;869,4313725;1494,166667;2,295;0,854705323;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;20;709;36,35003206;25,38785429;1,431788273;920,6671368;350,3399154;15,9525;2,253405969;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;21;254;20,67386043;15,74154241;1,313331305;920,2322835;1473,925197;5,715;1,348755352;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;22;4780;98,01664391;63,76368773;1,537185934;968,3133891;1468,173431;107,55;5,851002329;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;23;281;22,07204057;16,3749029;1,347918867;961,4839858;1538,003559;6,3225;1,41863112;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;24;4329;90,75850327;61,33958904;1,479607293;1036,988912;1269,135828;97,4025;5,568139608;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;25;1146;43,06463826;34,31705701;1,254904762;1025,433682;589,0750436;25,785;2,864894486;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;26;98;12,59892746;9,949939907;1,266231513;1047,653061;130,7040816;2,205;0,837778789;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;27;652;33,0870074;26,08196524;1,268578004;1143,334356;528,0966258;14,67;2,160927123;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;28;8537;133,5622671;91,31475859;1,462658054;1268,028933;1595,868221;192,0825;7,819319581;4;8;Otsu;3;255;0;05.04.2023
