MaterialState;Sample;Image;Precipitate#;area;axis_major_length;axis_minor_length;aspect_ratio;centroid-X;centroid-Y;area_in_nm2;radius_in_nm;BitSizeValue;DiskRadiusValue[pixel];OtsuThresholdValue[np];KernelValue;MaskSetValue;BG_LabelValue;Date
190C-1000h;Sample1;Stelle 1 DF 20s;1;969;51,13013869;26,75527026;1,911030544;77,25490196;1964,660475;21,8025;2,63437873;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;2;11081;158,5395624;91,10858468;1,74011662;155,2283187;1545,427218;249,3225;8,90852494;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;3;10393;192,5790565;77,05354123;2,49928885;217,724911;933,9623785;233,8425;8,627536123;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;4;4544;165,1557952;44,77871592;3,688265548;662,3435299;261,3239437;102,24;5,704735118;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;5;485;38,11494097;16,54256566;2,304052573;600,7319588;1894,424742;10,9125;1,863748007;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;6;363;25,59013847;18,19664203;1,406311034;688,5013774;1313,421488;8,1675;1,612388289;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;7;2028;66,9842181;49,68087797;1,348289741;717,6405325;1455,342702;45,63;3,811099593;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;8;173;16,99869476;13,03682249;1,303898613;815,7514451;1125,086705;3,8925;1,113113306;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;9;115;16,05424762;9,284592956;1,729127782;821,4;2005,147826;2,5875;0,907538886;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;10;160;26,06329467;8,314124776;3,134821208;871,675;306,425;3,6;1,07047447;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;11;255;31,05293682;12,02755732;2,581815742;902,7568627;311,2588235;5,7375;1,351407774;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;12;580;37,83526144;19,73813483;1,916861029;916,7344828;702,7;13,05;2,038122669;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;13;2347;68,06549991;44,47494366;1,530423522;960,3212612;277,4192586;52,8075;4,099896257;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;14;221;26,48643883;11,19625527;2,365651569;943,8687783;304,9095023;4,9725;1,25809217;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;15;909;78,25760141;15,71513529;4,979759955;990,4114411;1331,870187;20,4525;2,551515814;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;16;313;46,10492667;11,47035061;4,01948713;989,086262;334,0702875;7,0425;1,4972299;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;17;5031;114,8771177;56,26864688;2,041583085;1013,342079;88,28403896;113,1975;6,002656357;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;18;2178;60,35769394;52,52723127;1,149074346;1061,1382;1987,990358;49,005;3,949528576;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;19;246;27,76682125;11,64712404;2,384006658;1055,065041;351,8861789;5,535;1,327345177;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;20;280;30,87882008;15,10448308;2,04434802;1077,117857;330,8178571;6,3;1,416104616;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;21;734;39,71119708;24,03071599;1,652518265;1083,799728;1355,600817;16,515;2,29279039;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;22;464;35,14092236;18,26127873;1,924340726;1079,015086;1464,323276;10,44;1,822952334;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;23;107;23,52895706;6,414036262;3,66835423;1248,084112;380,2336449;2,4075;0,875403365;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;24;529;33,89423218;19,96650054;1,697554968;1258,293006;720,8431002;11,9025;1,946454063;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;25;4438;85,14001062;67,35821442;1,263988533;1296,022307;1852,255971;99,855;5,637803977;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;26;550;36,53057257;19,44156691;1,878993228;1280,705455;1631,510909;12,375;1,984712786;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;27;246;26,7472283;12,0368544;2,222111144;1281,46748;574,2479675;5,535;1,327345177;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;28;4854;230,5575454;34,23498516;6,734559525;1436,279975;412,4664194;109,215;5,896118572;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;29;1745;49,64609634;47,22093247;1,051357814;1333,168481;543,225788;39,2625;3,535200405;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;30;7730;130,3477948;76,44844825;1,705041735;1512,876585;1730,980336;173,925;7,44056765;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;31;2387;60,80126947;52,40725477;1,160168945;1541,58274;675,2656054;53,7075;4,134685987;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;32;6497;102,0723985;82,79306277;1,232861729;1561,175773;1618,216869;146,1825;6,821388051;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;33;7199;133,6836078;72,83654173;1,835392024;1605,33588;1951,25698;161,9775;7,180462352;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;34;249;40,03426155;10,25881363;3,902426051;1663,449799;464,9799197;5,6025;1,335414219;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;35;2081;60,87792395;45,18143682;1,347410092;1826,488227;158,2873618;46,8225;3,860578279;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;36;4231;88,02295071;64,46186681;1,365504213;1875,857244;1469,167573;95,1975;5,504752982;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;37;174;29,64925127;9,300106856;3,188054904;1930,298851;1381,149425;3,915;1,116325761;4;8;Otsu;3;255;0;05.04.2023
190C-1000h;Sample1;Stelle 1 DF 20s;38;163;19,65757883;10,93693535;1,797357139;1939,564417;1333,742331;3,6675;1,080463561;4;8;Otsu;3;255;0;05.04.2023
